task_id,resource_id,requirement_type,quantity,mandatory,task_resource_id,required_skill,role
TASK_000255,RES_0017,L3,1,False,TR_000773,L3,TECHNICIAN
TASK_000255,RES_0008,L1,1,True,TR_000774,L1,TECHNICIAN
TASK_000255,RES_0020,L1,1,True,TR_000775,L1,LEAD
TASK_000256,RES_0018,L3,1,False,TR_000776,L3,TECHNICIAN
TASK_000256,RES_0024,L1,1,True,TR_000777,L1,SUPPORT
TASK_000256,RES_0021,L1,1,True,TR_000778,L1,LEAD
TASK_000257,RES_0010,L3,1,True,TR_000779,L3,LEAD
TASK_000257,RES_0004,L1,1,True,TR_000780,L1,SUPPORT
TASK_000257,RES_0025,L2,1,True,TR_000781,L2,SUPPORT
TASK_000258,RES_0003,L2,1,True,TR_000782,L2,LEAD
TASK_000258,RES_0027,L2,1,True,TR_000783,L2,LEAD
TASK_000258,RES_0021,L1,1,False,TR_000784,L1,LEAD
TASK_000259,RES_0022,L2,1,True,TR_000785,L2,SUPPORT
TASK_000259,RES_0010,L3,1,True,TR_000786,L3,SUPPORT
TASK_000259,RES_0028,L2,1,True,TR_000787,L2,TECHNICIAN
TASK_000260,RES_0014,L1,1,True,TR_000788,L1,TECHNICIAN
TASK_000260,RES_0026,L1,1,True,TR_000789,L1,SUPPORT
TASK_000260,RES_0005,L1,1,True,TR_000790,L1,SUPPORT
TASK_000261,RES_0003,L2,1,False,TR_000791,L2,LEAD
TASK_000261,RES_0021,L1,1,True,TR_000792,L1,LEAD
TASK_000261,RES_0015,L3,1,True,TR_000793,L3,SUPPORT
TASK_000262,RES_0016,L2,1,True,TR_000794,L2,SUPPORT
TASK_000262,RES_0028,L2,1,True,TR_000795,L2,LEAD
TASK_000262,RES_0001,L3,1,True,TR_000796,L3,SUPPORT
TASK_000263,RES_0002,L2,1,False,TR_000797,L2,TECHNICIAN
TASK_000263,RES_0026,L1,1,True,TR_000798,L1,SUPPORT
TASK_000263,RES_0017,L3,1,True,TR_000799,L3,LEAD
TASK_000264,RES_0003,L2,1,True,TR_000800,L2,TECHNICIAN
TASK_000264,RES_0027,L2,1,True,TR_000801,L2,LEAD
TASK_000264,RES_0018,L3,1,False,TR_000802,L3,TECHNICIAN
TASK_000265,RES_0017,L3,1,True,TR_000803,L3,SUPPORT
TASK_000265,RES_0002,L2,1,False,TR_000804,L2,SUPPORT
TASK_000265,RES_0017,L3,1,False,TR_000805,L3,LEAD
TASK_000266,RES_0015,L3,1,True,TR_000806,L3,LEAD
TASK_000266,RES_0027,L2,1,False,TR_000807,L2,LEAD
TASK_000266,RES_0018,L3,1,True,TR_000808,L3,SUPPORT
TASK_000267,RES_0013,L1,1,True,TR_000809,L1,SUPPORT
TASK_000267,RES_0010,L3,1,True,TR_000810,L3,SUPPORT
TASK_000267,RES_0022,L2,1,False,TR_000811,L2,SUPPORT
TASK_000268,RES_0008,L1,1,True,TR_000812,L1,SUPPORT
TASK_000268,RES_0011,L1,1,True,TR_000813,L1,SUPPORT
TASK_000268,RES_0017,L3,1,True,TR_000814,L3,TECHNICIAN
TASK_000269,RES_0012,L1,1,True,TR_000815,L1,SUPPORT
TASK_000269,RES_0027,L2,1,True,TR_000816,L2,SUPPORT
TASK_000269,RES_0006,L3,1,True,TR_000817,L3,LEAD
TASK_000270,RES_0004,L1,1,True,TR_000818,L1,TECHNICIAN
TASK_000270,RES_0007,L1,1,True,TR_000819,L1,SUPPORT
TASK_000270,RES_0025,L2,1,False,TR_000820,L2,SUPPORT
TASK_000271,RES_0020,L1,1,True,TR_000821,L1,LEAD
TASK_000271,RES_0023,L3,1,True,TR_000822,L3,LEAD
TASK_000271,RES_0014,L1,1,True,TR_000823,L1,LEAD
TASK_000272,RES_0013,L1,1,True,TR_000824,L1,LEAD
TASK_000272,RES_0007,L1,1,True,TR_000825,L1,LEAD
TASK_000272,RES_0028,L2,1,True,TR_000826,L2,TECHNICIAN
TASK_000273,RES_0017,L3,1,False,TR_000827,L3,LEAD
TASK_000273,RES_0023,L3,1,True,TR_000828,L3,LEAD
TASK_000273,RES_0011,L1,1,True,TR_000829,L1,TECHNICIAN
TASK_000274,RES_0012,L1,1,True,TR_000830,L1,SUPPORT
TASK_000274,RES_0003,L2,1,True,TR_000831,L2,TECHNICIAN
TASK_000274,RES_0024,L1,1,False,TR_000832,L1,LEAD
TASK_000275,RES_0010,L3,1,True,TR_000833,L3,SUPPORT
TASK_000275,RES_0019,L1,1,True,TR_000834,L1,TECHNICIAN
TASK_000275,RES_0007,L1,1,True,TR_000835,L1,TECHNICIAN
TASK_000276,RES_0014,L1,1,True,TR_000836,L1,SUPPORT
TASK_000276,RES_0008,L1,1,False,TR_000837,L1,LEAD
TASK_000276,RES_0026,L1,1,True,TR_000838,L1,SUPPORT
TASK_000277,RES_0024,L1,1,False,TR_000839,L1,LEAD
TASK_000277,RES_0015,L3,1,True,TR_000840,L3,TECHNICIAN
TASK_000277,RES_0021,L1,1,True,TR_000841,L1,SUPPORT
TASK_000278,RES_0007,L1,1,True,TR_000842,L1,LEAD
TASK_000278,RES_0025,L2,1,True,TR_000843,L2,LEAD
TASK_000278,RES_0010,L3,1,True,TR_000844,L3,LEAD
TASK_000279,RES_0003,L2,1,True,TR_000845,L2,SUPPORT
TASK_000279,RES_0006,L3,1,True,TR_000846,L3,LEAD
TASK_000279,RES_0030,L3,1,True,TR_000847,L3,LEAD
TASK_000280,RES_0019,L1,1,True,TR_000848,L1,TECHNICIAN
TASK_000280,RES_0025,L2,1,True,TR_000849,L2,TECHNICIAN
TASK_000280,RES_0004,L1,1,True,TR_000850,L1,SUPPORT
TASK_000281,RES_0011,L1,1,True,TR_000851,L1,TECHNICIAN
TASK_000281,RES_0023,L3,1,False,TR_000852,L3,TECHNICIAN
TASK_000281,RES_0026,L1,1,True,TR_000853,L1,LEAD
TASK_000282,RES_0009,L3,1,True,TR_000854,L3,SUPPORT
TASK_000282,RES_0030,L3,1,True,TR_000855,L3,LEAD
TASK_000282,RES_0024,L1,1,False,TR_000856,L1,TECHNICIAN
TASK_000283,RES_0025,L2,1,True,TR_000857,L2,LEAD
TASK_000284,RES_0026,L1,1,True,TR_000858,L1,TECHNICIAN
TASK_000284,RES_0029,L1,1,True,TR_000859,L1,LEAD
TASK_000284,RES_0014,L1,1,False,TR_000860,L1,LEAD
TASK_000285,RES_0021,L1,1,True,TR_000861,L1,TECHNICIAN
TASK_000285,RES_0003,L2,1,True,TR_000862,L2,LEAD
TASK_000285,RES_0012,L1,1,True,TR_000863,L1,SUPPORT
TASK_000286,RES_0029,L1,1,True,TR_000864,L1,SUPPORT
TASK_000286,RES_0002,L2,1,True,TR_000865,L2,SUPPORT
TASK_000286,RES_0023,L3,1,True,TR_000866,L3,SUPPORT
TASK_000287,RES_0006,L3,1,True,TR_000867,L3,TECHNICIAN
TASK_000287,RES_0015,L3,1,True,TR_000868,L3,LEAD
TASK_000287,RES_0018,L3,1,True,TR_000869,L3,TECHNICIAN
TASK_000288,RES_0019,L1,1,True,TR_000870,L1,TECHNICIAN
TASK_000288,RES_0004,L1,1,True,TR_000871,L1,LEAD
TASK_000288,RES_0013,L1,1,False,TR_000872,L1,SUPPORT
TASK_000289,RES_0026,L1,1,True,TR_000873,L1,LEAD
TASK_000289,RES_0011,L1,1,True,TR_000874,L1,SUPPORT
TASK_000289,RES_0023,L3,1,True,TR_000875,L3,LEAD
TASK_000290,RES_0012,L1,1,True,TR_000876,L1,TECHNICIAN
TASK_000290,RES_0003,L2,1,True,TR_000877,L2,SUPPORT
TASK_000290,RES_0009,L3,1,True,TR_000878,L3,SUPPORT
TASK_000291,RES_0001,L3,1,True,TR_000879,L3,LEAD
TASK_000291,RES_0016,L2,1,True,TR_000880,L2,TECHNICIAN
TASK_000291,RES_0004,L1,1,True,TR_000881,L1,TECHNICIAN
TASK_000292,RES_0020,L1,1,True,TR_000882,L1,SUPPORT
TASK_000292,RES_0017,L3,1,True,TR_000883,L3,SUPPORT
TASK_000292,RES_0011,L1,1,False,TR_000884,L1,SUPPORT
TASK_000293,RES_0004,L1,1,True,TR_000885,L1,LEAD
TASK_000293,RES_0010,L3,1,True,TR_000886,L3,TECHNICIAN
TASK_000293,RES_0028,L2,1,True,TR_000887,L2,LEAD
TASK_000294,RES_0023,L3,1,True,TR_000888,L3,SUPPORT
TASK_000294,RES_0020,L1,1,True,TR_000889,L1,TECHNICIAN
TASK_000294,RES_0008,L1,1,True,TR_000890,L1,SUPPORT
TASK_000295,RES_0018,L3,1,True,TR_000891,L3,LEAD
TASK_000295,RES_0003,L2,1,True,TR_000892,L2,SUPPORT
TASK_000295,RES_0024,L1,1,True,TR_000893,L1,LEAD
TASK_000296,RES_0004,L1,1,True,TR_000894,L1,LEAD
TASK_000296,RES_0001,L3,1,True,TR_000895,L3,TECHNICIAN
TASK_000296,RES_0016,L2,1,True,TR_000896,L2,TECHNICIAN
TASK_000297,RES_0017,L3,1,True,TR_000897,L3,LEAD
TASK_000297,RES_0008,L1,1,True,TR_000898,L1,TECHNICIAN
TASK_000297,RES_0011,L1,1,False,TR_000899,L1,SUPPORT
TASK_000298,RES_0021,L1,1,True,TR_000900,L1,LEAD
TASK_000298,RES_0012,L1,1,True,TR_000901,L1,SUPPORT
TASK_000298,RES_0015,L3,1,True,TR_000902,L3,TECHNICIAN
TASK_000299,RES_0022,L2,1,False,TR_000903,L2,LEAD
TASK_000299,RES_0016,L2,1,False,TR_000904,L2,SUPPORT
TASK_000299,RES_0028,L2,1,True,TR_000905,L2,TECHNICIAN
TASK_000300,RES_0008,L1,1,True,TR_000906,L1,TECHNICIAN
TASK_000300,RES_0002,L2,1,True,TR_000907,L2,SUPPORT
TASK_000300,RES_0005,L1,1,True,TR_000908,L1,TECHNICIAN
TASK_000301,RES_0001,L3,1,True,TR_000909,L3,SUPPORT
TASK_000301,RES_0016,L2,1,True,TR_000910,L2,SUPPORT
TASK_000301,RES_0025,L2,1,False,TR_000911,L2,SUPPORT
TASK_000302,RES_0011,L1,1,True,TR_000912,L1,LEAD
TASK_000302,RES_0017,L3,1,True,TR_000913,L3,LEAD
TASK_000302,RES_0026,L1,1,True,TR_000914,L1,LEAD
TASK_000303,RES_0015,L3,1,True,TR_000915,L3,LEAD
TASK_000304,RES_0004,L1,1,True,TR_000916,L1,SUPPORT
TASK_000304,RES_0019,L1,1,True,TR_000917,L1,TECHNICIAN
TASK_000304,RES_0010,L3,1,True,TR_000918,L3,SUPPORT
TASK_000305,RES_0026,L1,1,True,TR_000919,L1,TECHNICIAN
TASK_000305,RES_0011,L1,1,True,TR_000920,L1,TECHNICIAN
TASK_000305,RES_0008,L1,1,False,TR_000921,L1,LEAD
TASK_000306,RES_0006,L3,1,False,TR_000922,L3,LEAD
TASK_000306,RES_0027,L2,1,True,TR_000923,L2,SUPPORT
TASK_000306,RES_0024,L1,1,True,TR_000924,L1,TECHNICIAN
TASK_000307,RES_0025,L2,1,True,TR_000925,L2,TECHNICIAN
TASK_000307,RES_0022,L2,1,True,TR_000926,L2,LEAD
TASK_000307,RES_0019,L1,1,False,TR_000927,L1,TECHNICIAN
TASK_000308,RES_0027,L2,1,True,TR_000928,L2,SUPPORT
TASK_000308,RES_0024,L1,1,True,TR_000929,L1,LEAD
TASK_000308,RES_0015,L3,1,True,TR_000930,L3,TECHNICIAN
TASK_000309,RES_0001,L3,1,True,TR_000931,L3,SUPPORT
TASK_000309,RES_0004,L1,1,False,TR_000932,L1,SUPPORT
TASK_000309,RES_0022,L2,1,True,TR_000933,L2,LEAD
TASK_000310,RES_0014,L1,1,False,TR_000934,L1,LEAD
TASK_000310,RES_0005,L1,1,True,TR_000935,L1,LEAD
TASK_000310,RES_0023,L3,1,True,TR_000936,L3,SUPPORT
TASK_000311,RES_0021,L1,1,True,TR_000937,L1,SUPPORT
TASK_000311,RES_0027,L2,1,True,TR_000938,L2,SUPPORT
TASK_000311,RES_0018,L3,1,True,TR_000939,L3,TECHNICIAN
TASK_000312,RES_0028,L2,1,True,TR_000940,L2,LEAD
TASK_000313,RES_0005,L1,1,True,TR_000941,L1,SUPPORT
TASK_000313,RES_0020,L1,1,True,TR_000942,L1,LEAD
TASK_000313,RES_0026,L1,1,True,TR_000943,L1,SUPPORT
TASK_000314,RES_0027,L2,1,True,TR_000944,L2,LEAD
TASK_000314,RES_0018,L3,1,True,TR_000945,L3,TECHNICIAN
TASK_000314,RES_0003,L2,1,True,TR_000946,L2,TECHNICIAN
TASK_000315,RES_0029,L1,1,False,TR_000947,L1,LEAD
TASK_000315,RES_0026,L1,1,True,TR_000948,L1,LEAD
TASK_000315,RES_0011,L1,1,True,TR_000949,L1,TECHNICIAN
TASK_000316,RES_0006,L3,1,True,TR_000950,L3,LEAD
TASK_000316,RES_0012,L1,1,False,TR_000951,L1,SUPPORT
TASK_000316,RES_0003,L2,1,True,TR_000952,L2,TECHNICIAN
TASK_000316,RES_0018,L3,1,True,TR_000953,L3,TECHNICIAN
TASK_000317,RES_0013,L1,1,True,TR_000954,L1,LEAD
TASK_000317,RES_0019,L1,1,True,TR_000955,L1,SUPPORT
TASK_000317,RES_0022,L2,1,True,TR_000956,L2,SUPPORT
TASK_000318,RES_0014,L1,1,True,TR_000957,L1,SUPPORT
TASK_000318,RES_0011,L1,1,True,TR_000958,L1,LEAD
TASK_000318,RES_0002,L2,1,True,TR_000959,L2,TECHNICIAN
TASK_000319,RES_0006,L3,1,True,TR_000960,L3,TECHNICIAN
TASK_000319,RES_0012,L1,1,True,TR_000961,L1,TECHNICIAN
TASK_000319,RES_0024,L1,1,False,TR_000962,L1,TECHNICIAN
TASK_000320,RES_0001,L3,1,True,TR_000963,L3,SUPPORT
TASK_000320,RES_0004,L1,1,True,TR_000964,L1,LEAD
TASK_000320,RES_0022,L2,1,False,TR_000965,L2,TECHNICIAN
TASK_000321,RES_0020,L1,1,True,TR_000966,L1,SUPPORT
TASK_000321,RES_0017,L3,1,True,TR_000967,L3,TECHNICIAN
TASK_000321,RES_0014,L1,1,True,TR_000968,L1,SUPPORT
TASK_000322,RES_0004,L1,1,True,TR_000969,L1,SUPPORT
TASK_000322,RES_0022,L2,1,True,TR_000970,L2,LEAD
TASK_000322,RES_0013,L1,1,True,TR_000971,L1,SUPPORT
TASK_000323,RES_0026,L1,1,True,TR_000972,L1,TECHNICIAN
TASK_000323,RES_0020,L1,1,False,TR_000973,L1,TECHNICIAN
TASK_000323,RES_0029,L1,1,False,TR_000974,L1,TECHNICIAN
TASK_000324,RES_0009,L3,1,True,TR_000975,L3,LEAD
TASK_000324,RES_0006,L3,1,True,TR_000976,L3,SUPPORT
TASK_000324,RES_0015,L3,1,True,TR_000977,L3,SUPPORT
TASK_000325,RES_0004,L1,1,True,TR_000978,L1,TECHNICIAN
TASK_000326,RES_0029,L1,1,True,TR_000979,L1,LEAD
TASK_000326,RES_0023,L3,1,True,TR_000980,L3,SUPPORT
TASK_000326,RES_0026,L1,1,True,TR_000981,L1,TECHNICIAN
TASK_000327,RES_0015,L3,1,True,TR_000982,L3,LEAD
TASK_000327,RES_0027,L2,1,False,TR_000983,L2,LEAD
TASK_000327,RES_0018,L3,1,True,TR_000984,L3,SUPPORT
TASK_000328,RES_0004,L1,1,True,TR_000985,L1,SUPPORT
TASK_000328,RES_0010,L3,1,True,TR_000986,L3,SUPPORT
TASK_000328,RES_0007,L1,1,False,TR_000987,L1,TECHNICIAN
TASK_000329,RES_0006,L3,1,True,TR_000988,L3,SUPPORT
TASK_000329,RES_0009,L3,1,True,TR_000989,L3,TECHNICIAN
TASK_000329,RES_0018,L3,1,True,TR_000990,L3,LEAD
TASK_000330,RES_0013,L1,1,True,TR_000991,L1,TECHNICIAN
TASK_000330,RES_0004,L1,1,True,TR_000992,L1,TECHNICIAN
TASK_000330,RES_0016,L2,1,False,TR_000993,L2,LEAD
TASK_000331,RES_0017,L3,1,True,TR_000994,L3,SUPPORT
TASK_000331,RES_0020,L1,1,True,TR_000995,L1,TECHNICIAN
TASK_000331,RES_0011,L1,1,True,TR_000996,L1,TECHNICIAN
TASK_000332,RES_0009,L3,1,True,TR_000997,L3,LEAD
TASK_000332,RES_0015,L3,1,True,TR_000998,L3,SUPPORT
TASK_000332,RES_0012,L1,1,True,TR_000999,L1,LEAD
TASK_000333,RES_0001,L3,1,True,TR_001000,L3,SUPPORT
TASK_000333,RES_0004,L1,1,False,TR_001001,L1,LEAD
TASK_000333,RES_0007,L1,1,True,TR_001002,L1,SUPPORT
TASK_000334,RES_0023,L3,1,True,TR_001003,L3,SUPPORT
TASK_000334,RES_0017,L3,1,False,TR_001004,L3,SUPPORT
TASK_000335,RES_0021,L1,1,True,TR_001005,L1,SUPPORT
TASK_000335,RES_0006,L3,1,True,TR_001006,L3,TECHNICIAN
TASK_000335,RES_0030,L3,1,True,TR_001007,L3,TECHNICIAN
TASK_000336,RES_0029,L1,1,True,TR_001008,L1,SUPPORT
TASK_000336,RES_0008,L1,1,True,TR_001009,L1,LEAD
TASK_000336,RES_0014,L1,1,True,TR_001010,L1,SUPPORT
TASK_000337,RES_0006,L3,1,True,TR_001011,L3,SUPPORT
TASK_000337,RES_0009,L3,1,False,TR_001012,L3,TECHNICIAN
TASK_000337,RES_0030,L3,1,True,TR_001013,L3,LEAD
TASK_000338,RES_0025,L2,1,False,TR_001014,L2,LEAD
TASK_000338,RES_0001,L3,1,True,TR_001015,L3,TECHNICIAN
TASK_000338,RES_0016,L2,1,True,TR_001016,L2,TECHNICIAN
TASK_000339,RES_0029,L1,1,True,TR_001017,L1,TECHNICIAN
TASK_000339,RES_0008,L1,1,True,TR_001018,L1,TECHNICIAN
TASK_000339,RES_0023,L3,1,False,TR_001019,L3,LEAD
TASK_000340,RES_0015,L3,1,True,TR_001020,L3,LEAD
TASK_000340,RES_0006,L3,1,True,TR_001021,L3,LEAD
TASK_000340,RES_0003,L2,1,True,TR_001022,L2,SUPPORT
TASK_000341,RES_0028,L2,1,True,TR_001023,L2,TECHNICIAN
TASK_000341,RES_0013,L1,1,True,TR_001024,L1,SUPPORT
TASK_000341,RES_0019,L1,1,False,TR_001025,L1,LEAD
TASK_000342,RES_0008,L1,1,True,TR_001026,L1,LEAD
TASK_000342,RES_0020,L1,1,True,TR_001027,L1,LEAD
TASK_000342,RES_0011,L1,1,False,TR_001028,L1,LEAD
TASK_000343,RES_0019,L1,1,True,TR_001029,L1,TECHNICIAN
TASK_000343,RES_0001,L3,1,True,TR_001030,L3,SUPPORT
TASK_000343,RES_0007,L1,1,False,TR_001031,L1,SUPPORT
TASK_000344,RES_0005,L1,1,True,TR_001032,L1,SUPPORT
TASK_000344,RES_0008,L1,1,True,TR_001033,L1,SUPPORT
TASK_000344,RES_0011,L1,1,True,TR_001034,L1,SUPPORT
TASK_000345,RES_0009,L3,1,False,TR_001035,L3,TECHNICIAN
TASK_000345,RES_0003,L2,1,True,TR_001036,L2,LEAD
TASK_000345,RES_0006,L3,1,True,TR_001037,L3,TECHNICIAN
TASK_000346,RES_0019,L1,1,True,TR_001038,L1,SUPPORT
TASK_000346,RES_0001,L3,1,False,TR_001039,L3,TECHNICIAN
TASK_000346,RES_0010,L3,1,True,TR_001040,L3,SUPPORT
TASK_000347,RES_0014,L1,1,True,TR_001041,L1,SUPPORT
TASK_000347,RES_0026,L1,1,True,TR_001042,L1,SUPPORT
TASK_000347,RES_0011,L1,1,True,TR_001043,L1,SUPPORT
TASK_000348,RES_0003,L2,1,True,TR_001044,L2,SUPPORT
TASK_000348,RES_0024,L1,1,False,TR_001045,L1,LEAD
TASK_000348,RES_0009,L3,1,True,TR_001046,L3,LEAD
TASK_000349,RES_0013,L1,1,True,TR_001047,L1,SUPPORT
TASK_000349,RES_0016,L2,1,False,TR_001048,L2,SUPPORT
TASK_000349,RES_0007,L1,1,True,TR_001049,L1,LEAD
TASK_000350,RES_0026,L1,1,True,TR_001050,L1,TECHNICIAN
TASK_000350,RES_0029,L1,1,True,TR_001051,L1,SUPPORT
TASK_000350,RES_0002,L2,1,True,TR_001052,L2,LEAD
TASK_000351,RES_0007,L1,1,True,TR_001053,L1,SUPPORT
TASK_000352,RES_0029,L1,1,True,TR_001054,L1,SUPPORT
TASK_000352,RES_0026,L1,1,True,TR_001055,L1,TECHNICIAN
TASK_000352,RES_0023,L3,1,False,TR_001056,L3,TECHNICIAN
TASK_000353,RES_0024,L1,1,False,TR_001057,L1,TECHNICIAN
TASK_000353,RES_0012,L1,1,True,TR_001058,L1,TECHNICIAN
TASK_000353,RES_0027,L2,1,True,TR_001059,L2,SUPPORT
TASK_000354,RES_0025,L2,1,True,TR_001060,L2,TECHNICIAN
TASK_000354,RES_0028,L2,1,True,TR_001061,L2,SUPPORT
TASK_000354,RES_0019,L1,1,True,TR_001062,L1,SUPPORT
TASK_000355,RES_0011,L1,1,True,TR_001063,L1,TECHNICIAN
TASK_000355,RES_0008,L1,1,True,TR_001064,L1,LEAD
TASK_000355,RES_0029,L1,1,True,TR_001065,L1,TECHNICIAN
TASK_000356,RES_0009,L3,1,True,TR_001066,L3,TECHNICIAN
TASK_000356,RES_0012,L1,1,False,TR_001067,L1,LEAD
TASK_000356,RES_0006,L3,1,True,TR_001068,L3,LEAD
TASK_000357,RES_0001,L3,1,True,TR_001069,L3,LEAD
TASK_000357,RES_0010,L3,1,True,TR_001070,L3,SUPPORT
TASK_000357,RES_0016,L2,1,True,TR_001071,L2,SUPPORT
TASK_000358,RES_0009,L3,1,True,TR_001072,L3,LEAD
TASK_000358,RES_0006,L3,1,True,TR_001073,L3,LEAD
TASK_000358,RES_0021,L1,1,True,TR_001074,L1,SUPPORT
TASK_000359,RES_0016,L2,1,True,TR_001075,L2,SUPPORT
TASK_000359,RES_0019,L1,1,True,TR_001076,L1,SUPPORT
TASK_000359,RES_0022,L2,1,False,TR_001077,L2,TECHNICIAN
TASK_000360,RES_0029,L1,1,True,TR_001078,L1,LEAD
TASK_000360,RES_0017,L3,1,True,TR_001079,L3,SUPPORT
TASK_000360,RES_0023,L3,1,True,TR_001080,L3,SUPPORT
TASK_000361,RES_0030,L3,1,True,TR_001081,L3,SUPPORT
TASK_000361,RES_0024,L1,1,False,TR_001082,L1,TECHNICIAN
TASK_000361,RES_0018,L3,1,True,TR_001083,L3,TECHNICIAN
TASK_000362,RES_0025,L2,1,True,TR_001084,L2,TECHNICIAN
TASK_000362,RES_0001,L3,1,True,TR_001085,L3,SUPPORT
TASK_000362,RES_0004,L1,1,True,TR_001086,L1,SUPPORT
TASK_000362,RES_0028,L2,1,True,TR_001087,L2,LEAD
TASK_000362,RES_0019,L1,1,True,TR_001088,L1,LEAD
TASK_000363,RES_0014,L1,1,True,TR_001089,L1,SUPPORT
TASK_000363,RES_0005,L1,1,True,TR_001090,L1,LEAD
TASK_000363,RES_0011,L1,1,True,TR_001091,L1,SUPPORT
TASK_000364,RES_0027,L2,1,True,TR_001092,L2,LEAD
TASK_000364,RES_0024,L1,1,True,TR_001093,L1,LEAD
TASK_000364,RES_0018,L3,1,False,TR_001094,L3,SUPPORT
TASK_000365,RES_0008,L1,1,True,TR_001095,L1,TECHNICIAN
TASK_000365,RES_0005,L1,1,False,TR_001096,L1,TECHNICIAN
TASK_000365,RES_0023,L3,1,True,TR_001097,L3,LEAD
TASK_000366,RES_0015,L3,1,False,TR_001098,L3,LEAD
TASK_000366,RES_0009,L3,1,True,TR_001099,L3,LEAD
TASK_000366,RES_0003,L2,1,True,TR_001100,L2,TECHNICIAN
TASK_000367,RES_0013,L1,1,False,TR_001101,L1,LEAD
TASK_000367,RES_0016,L2,1,True,TR_001102,L2,SUPPORT
TASK_000367,RES_0007,L1,1,True,TR_001103,L1,LEAD
TASK_000367,RES_0010,L3,1,True,TR_001104,L3,TECHNICIAN
TASK_000367,RES_0025,L2,1,True,TR_001105,L2,SUPPORT
TASK_000368,RES_0002,L2,1,True,TR_001106,L2,TECHNICIAN
TASK_000368,RES_0011,L1,1,True,TR_001107,L1,TECHNICIAN
TASK_000369,RES_0012,L1,1,True,TR_001108,L1,LEAD
TASK_000369,RES_0030,L3,1,True,TR_001109,L3,LEAD
TASK_000369,RES_0018,L3,1,False,TR_001110,L3,TECHNICIAN
TASK_000370,RES_0022,L2,1,False,TR_001111,L2,TECHNICIAN
TASK_000370,RES_0016,L2,1,True,TR_001112,L2,LEAD
TASK_000370,RES_0028,L2,1,False,TR_001113,L2,TECHNICIAN
TASK_000371,RES_0008,L1,1,True,TR_001114,L1,LEAD
TASK_000371,RES_0023,L3,1,True,TR_001115,L3,TECHNICIAN
TASK_000371,RES_0002,L2,1,False,TR_001116,L2,LEAD
TASK_000372,RES_0016,L2,1,True,TR_001117,L2,LEAD
TASK_000372,RES_0025,L2,1,False,TR_001118,L2,TECHNICIAN
TASK_000372,RES_0028,L2,1,True,TR_001119,L2,SUPPORT
TASK_000373,RES_0017,L3,1,True,TR_001120,L3,LEAD
TASK_000373,RES_0023,L3,1,False,TR_001121,L3,TECHNICIAN
TASK_000373,RES_0005,L1,1,True,TR_001122,L1,SUPPORT
TASK_000374,RES_0009,L3,1,True,TR_001123,L3,TECHNICIAN
TASK_000374,RES_0024,L1,1,True,TR_001124,L1,TECHNICIAN
TASK_000374,RES_0012,L1,1,False,TR_001125,L1,TECHNICIAN
TASK_000374,RES_0030,L3,1,True,TR_001126,L3,LEAD
TASK_000375,RES_0007,L1,1,True,TR_001127,L1,SUPPORT
TASK_000376,RES_0026,L1,1,True,TR_001128,L1,SUPPORT
TASK_000376,RES_0017,L3,1,True,TR_001129,L3,TECHNICIAN
TASK_000376,RES_0011,L1,1,True,TR_001130,L1,TECHNICIAN
TASK_000376,RES_0023,L3,1,False,TR_001131,L3,TECHNICIAN
TASK_000376,RES_0029,L1,1,True,TR_001132,L1,SUPPORT
TASK_000377,RES_0012,L1,1,True,TR_001133,L1,TECHNICIAN
TASK_000377,RES_0027,L2,1,True,TR_001134,L2,SUPPORT
TASK_000377,RES_0006,L3,1,True,TR_001135,L3,LEAD
TASK_000378,RES_0016,L2,1,True,TR_001136,L2,LEAD
TASK_000378,RES_0004,L1,1,True,TR_001137,L1,LEAD
TASK_000378,RES_0001,L3,1,False,TR_001138,L3,TECHNICIAN
TASK_000379,RES_0027,L2,1,True,TR_001139,L2,TECHNICIAN
TASK_000379,RES_0006,L3,1,True,TR_001140,L3,SUPPORT
TASK_000379,RES_0030,L3,1,False,TR_001141,L3,TECHNICIAN
TASK_000380,RES_0022,L2,1,True,TR_001142,L2,SUPPORT
TASK_000380,RES_0007,L1,1,False,TR_001143,L1,LEAD
TASK_000380,RES_0004,L1,1,True,TR_001144,L1,LEAD
TASK_000381,RES_0017,L3,1,False,TR_001145,L3,TECHNICIAN
TASK_000381,RES_0005,L1,1,False,TR_001146,L1,SUPPORT
TASK_000381,RES_0002,L2,1,True,TR_001147,L2,SUPPORT
TASK_000382,RES_0030,L3,1,True,TR_001148,L3,LEAD
TASK_000382,RES_0021,L1,1,True,TR_001149,L1,LEAD
TASK_000382,RES_0006,L3,1,False,TR_001150,L3,SUPPORT
TASK_000383,RES_0010,L3,1,True,TR_001151,L3,SUPPORT
TASK_000383,RES_0028,L2,1,True,TR_001152,L2,SUPPORT
TASK_000383,RES_0013,L1,1,True,TR_001153,L1,LEAD
TASK_000384,RES_0014,L1,1,True,TR_001154,L1,LEAD
TASK_000384,RES_0017,L3,1,True,TR_001155,L3,TECHNICIAN
TASK_000384,RES_0005,L1,1,True,TR_001156,L1,SUPPORT
TASK_000385,RES_0021,L1,1,True,TR_001157,L1,LEAD
TASK_000385,RES_0018,L3,1,True,TR_001158,L3,TECHNICIAN
TASK_000385,RES_0027,L2,1,True,TR_001159,L2,TECHNICIAN
TASK_000386,RES_0008,L1,1,True,TR_001160,L1,TECHNICIAN
