task_id,asset_id,department,task_type,maintenance_type,section_id,location_code,description,reported_date,due_date,estimated_duration_min,status,criticality,urgency,operational_impact,can_be_rescheduled,priority_score,priority_category,required_block_type,is_overdue,source_defect_id,base_priority_score,priority_source,priority_override_reason
TASK_000183,AST_000031,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-06-26,2026-10-10,75,SCHEDULED,40.4,71.1,21.3,TRUE,40.8,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000280,40.8,RULE_BASED,
TASK_000184,AST_000038,TRD,TESTING,TESTING,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-07-30,2026-10-24,75,COMPLETED,95.1,0.0,42.3,FALSE,43.86,MEDIUM,POWER_BLOCK,FALSE,DEF_000167,43.86,RULE_BASED,
TASK_000185,AST_000045,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-08-20,2026-09-21,30,CANCELLED,42.3,87.2,18.3,FALSE,45.54,MEDIUM,SIGNAL_BLOCK,FALSE,,45.54,RULE_BASED,
TASK_000186,AST_000002,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-05-13,2026-10-24,180,PENDING,63.8,100.0,31.7,TRUE,60.26,MEDIUM,POWER_BLOCK,FALSE,,60.26,RULE_BASED,
TASK_000187,AST_000009,S&T,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-09-11,2026-09-19,90,COMPLETED,89.0,94.1,52.4,FALSE,72.48,HIGH,SIGNAL_BLOCK,FALSE,,72.48,RULE_BASED,
TASK_000188,AST_000016,ENGINEERING,REPAIR,REPAIR,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-06-17,2026-10-26,60,CANCELLED,55.3,0.0,18.3,FALSE,23.93,LOW,TRAFFIC_BLOCK,FALSE,DEF_000065,23.93,RULE_BASED,
TASK_000189,AST_000023,TRD,REPLACEMENT,REPLACEMENT,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-01-30,2026-10-14,30,PENDING,55.6,3.4,52.9,TRUE,33.7,LOW,POWER_BLOCK,FALSE,,33.7,RULE_BASED,
TASK_000190,AST_000030,S&T,TESTING,TESTING,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-08-14,2026-09-08,240,PENDING,88.6,51.7,28.4,TRUE,63.62,MEDIUM,SIGNAL_BLOCK,TRUE,,63.62,RULE_BASED,
TASK_000191,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-01-29,2026-09-30,240,PENDING,81.9,23.3,54.7,TRUE,49.33,MEDIUM,TRAFFIC_BLOCK,FALSE,,49.33,RULE_BASED,
TASK_000192,AST_000044,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-08-27,2026-10-26,180,COMPLETED,56.3,0.0,24.9,FALSE,25.93,LOW,POWER_BLOCK,FALSE,DEF_000063,25.93,RULE_BASED,
TASK_000193,AST_000001,ENGINEERING,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-09-14,2026-09-21,75,COMPLETED,50.3,80.7,58.7,FALSE,56.49,MEDIUM,TRAFFIC_BLOCK,FALSE,,56.49,RULE_BASED,
TASK_000194,AST_000008,TRD,REPAIR,REPAIR,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-09-12,2026-10-24,180,CANCELLED,88.0,100.0,49.8,FALSE,73.25,HIGH,POWER_BLOCK,FALSE,DEF_000087,73.25,RULE_BASED,
TASK_000195,AST_000015,S&T,REPLACEMENT,REPLACEMENT,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-07-05,2026-09-21,60,PENDING,53.9,100.0,23.3,TRUE,54.69,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000224,54.69,RULE_BASED,
TASK_000196,AST_000022,ENGINEERING,TESTING,TESTING,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-07-24,2026-10-24,90,SCHEDULED,76.5,96.7,31.2,TRUE,63.58,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000161,63.58,RULE_BASED,
TASK_000197,AST_000029,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-02-13,2026-10-22,240,SCHEDULED,88.2,0.0,38.5,TRUE,40.49,MEDIUM,POWER_BLOCK,FALSE,,40.49,RULE_BASED,
TASK_000198,AST_000036,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-05-28,2026-10-26,60,COMPLETED,78.2,50.2,65.8,FALSE,58.88,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000285,58.88,RULE_BASED,
TASK_000199,AST_000043,ENGINEERING,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-02-19,2026-10-29,75,PENDING,70.1,0.0,45.9,TRUE,36.01,LOW,TRAFFIC_BLOCK,FALSE,,36.01,RULE_BASED,
TASK_000200,AST_000050,TRD,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-05-20,2026-09-15,75,PENDING,88.2,100.0,35.1,TRUE,69.64,HIGH,POWER_BLOCK,FALSE,DEF_000159,69.64,RULE_BASED,
TASK_000201,AST_000007,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-08-24,2026-09-30,60,SCHEDULED,52.8,70.3,51.0,TRUE,52.32,MEDIUM,TRAFFIC_BLOCK,FALSE,,52.32,RULE_BASED,
TASK_000202,AST_000014,TRD,TESTING,TESTING,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-07-26,2026-10-05,45,PENDING,44.4,94.5,54.3,TRUE,57.46,MEDIUM,POWER_BLOCK,FALSE,,57.46,RULE_BASED,
TASK_000203,AST_000021,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-07-29,2026-09-21,60,PENDING,42.9,100.0,29.4,TRUE,52.36,MEDIUM,SIGNAL_BLOCK,FALSE,,52.36,RULE_BASED,
TASK_000204,AST_000028,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-07-16,2026-10-22,180,COMPLETED,49.5,0.0,58.4,FALSE,31.92,LOW,TRAFFIC_BLOCK,FALSE,DEF_000057,31.92,RULE_BASED,
TASK_000205,AST_000035,TRD,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-07-08,2026-08-31,240,PENDING,84.2,100.0,75.2,TRUE,88.27,CRITICAL,POWER_BLOCK,TRUE,,88.27,RULE_BASED,
TASK_000206,AST_000042,S&T,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-05-30,2026-08-31,150,PENDING,44.5,88.9,68.3,TRUE,69.32,HIGH,SIGNAL_BLOCK,TRUE,,69.32,RULE_BASED,
TASK_000207,AST_000049,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-08-25,2026-10-16,120,COMPLETED,67.6,0.0,34.3,FALSE,32.24,LOW,TRAFFIC_BLOCK,FALSE,DEF_000218,32.24,RULE_BASED,
TASK_000208,AST_000006,S&T,TESTING,TESTING,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-05-11,2026-08-27,75,COMPLETED,94.3,91.6,52.4,FALSE,83.58,CRITICAL,SIGNAL_BLOCK,TRUE,,83.58,RULE_BASED,
TASK_000209,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-02-18,2026-10-26,150,COMPLETED,54.3,0.7,32.8,FALSE,27.42,LOW,TRAFFIC_BLOCK,FALSE,,27.42,RULE_BASED,
TASK_000210,AST_000020,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-05-26,2026-09-10,90,CANCELLED,63.2,53.8,28.6,FALSE,55.41,MEDIUM,POWER_BLOCK,TRUE,DEF_000229,55.41,RULE_BASED,
TASK_000211,AST_000027,S&T,INSPECTION,INSPECTION,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-05-12,2026-10-03,180,COMPLETED,50.8,58.2,56.0,FALSE,49.24,MEDIUM,SIGNAL_BLOCK,FALSE,,49.24,RULE_BASED,
TASK_000212,AST_000034,ENGINEERING,REPAIR,REPAIR,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-08-08,2026-10-05,240,SCHEDULED,82.4,61.1,47.6,TRUE,59.07,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000103,59.07,RULE_BASED,
TASK_000213,AST_000041,TRD,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-06-11,2026-10-23,240,COMPLETED,89.8,0.0,56.3,FALSE,45.5,MEDIUM,POWER_BLOCK,FALSE,DEF_000290,45.5,RULE_BASED,
TASK_000214,AST_000048,S&T,TESTING,TESTING,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-06-16,2026-10-22,60,SCHEDULED,56.3,100.0,39.9,TRUE,59.68,MEDIUM,SIGNAL_BLOCK,FALSE,,59.68,RULE_BASED,
TASK_000215,AST_000005,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-03-26,2026-08-31,75,COMPLETED,56.6,100.0,24.6,FALSE,65.96,HIGH,POWER_BLOCK,TRUE,,65.96,RULE_BASED,
TASK_000216,AST_000012,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-07-10,2026-09-30,240,PENDING,62.0,55.1,47.7,TRUE,50.16,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000001,50.16,RULE_BASED,
TASK_000217,AST_000019,ENGINEERING,INSPECTION,INSPECTION,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-02-28,2026-10-16,60,COMPLETED,79.6,97.2,54.1,FALSE,70.54,HIGH,TRAFFIC_BLOCK,FALSE,,70.54,RULE_BASED,
TASK_000218,AST_000026,TRD,REPAIR,REPAIR,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-04-02,2026-10-10,45,SCHEDULED,79.3,34.4,23.8,TRUE,44.02,MEDIUM,POWER_BLOCK,FALSE,DEF_000225,44.02,RULE_BASED,
TASK_000219,AST_000033,S&T,REPLACEMENT,REPLACEMENT,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-08-05,2026-10-26,240,CANCELLED,80.7,0.0,38.2,FALSE,37.8,LOW,SIGNAL_BLOCK,FALSE,DEF_000112,37.8,RULE_BASED,
TASK_000220,AST_000040,ENGINEERING,TESTING,TESTING,SEC_010,LOC_005,Synthetic track maintenance activity,2026-04-19,2026-10-01,180,SCHEDULED,49.9,96.1,52.4,TRUE,59.4,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000099,59.4,RULE_BASED,
TASK_000221,AST_000047,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-08-05,2026-10-15,90,SCHEDULED,84.5,75.5,52.8,TRUE,65.42,HIGH,POWER_BLOCK,FALSE,,65.42,RULE_BASED,
TASK_000222,AST_000004,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-09-10,2026-10-24,240,PENDING,87.4,99.7,53.3,TRUE,73.82,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000123,73.82,RULE_BASED,
TASK_000223,AST_000011,TRD,INSPECTION,INSPECTION,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-01-23,2026-10-23,180,CANCELLED,69.6,25.8,40.5,FALSE,42.22,MEDIUM,POWER_BLOCK,FALSE,,42.22,RULE_BASED,
TASK_000224,AST_000018,S&T,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-04-25,2026-09-29,90,SCHEDULED,94.2,15.3,59.4,TRUE,52.41,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000097,52.41,RULE_BASED,
TASK_000225,AST_000025,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-06-23,2026-09-25,180,SCHEDULED,94.7,37.3,39.9,TRUE,54.31,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000234,54.31,RULE_BASED,
TASK_000226,AST_000032,TRD,TESTING,TESTING,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-07-19,2026-10-24,90,COMPLETED,72.1,0.0,21.5,FALSE,30.61,LOW,POWER_BLOCK,FALSE,DEF_000221,30.61,RULE_BASED,
TASK_000227,AST_000039,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-08-24,2026-09-05,180,PENDING,91.8,57.1,74.5,TRUE,77.88,HIGH,SIGNAL_BLOCK,TRUE,,77.88,RULE_BASED,
TASK_000228,AST_000046,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-08-02,2026-08-17,180,COMPLETED,52.0,100.0,50.6,FALSE,70.85,HIGH,TRAFFIC_BLOCK,TRUE,,70.85,RULE_BASED,
TASK_000229,AST_000003,S&T,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-01-27,2026-08-20,240,SCHEDULED,55.7,95.5,25.4,TRUE,64.5,MEDIUM,SIGNAL_BLOCK,TRUE,,64.5,RULE_BASED,
TASK_000230,AST_000010,ENGINEERING,REPAIR,REPAIR,SEC_010,LOC_011,Synthetic points maintenance activity,2026-07-22,2026-09-13,120,CANCELLED,83.3,45.9,76.1,FALSE,61.95,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000269,61.95,RULE_BASED,
TASK_000231,AST_000017,TRD,REPLACEMENT,REPLACEMENT,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-04-10,2026-10-21,75,COMPLETED,66.6,0.0,18.0,FALSE,27.81,LOW,POWER_BLOCK,FALSE,,27.81,RULE_BASED,
TASK_000232,AST_000024,S&T,TESTING,TESTING,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-04-12,2026-10-24,60,PENDING,66.7,59.5,27.8,TRUE,48.14,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000143,48.14,RULE_BASED,
TASK_000233,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-07-11,2026-09-19,120,CANCELLED,40.4,42.0,22.7,FALSE,32.42,LOW,TRAFFIC_BLOCK,FALSE,,32.42,RULE_BASED,
TASK_000234,AST_000038,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-05-26,2026-09-29,180,PENDING,95.1,100.0,43.8,TRUE,74.24,HIGH,POWER_BLOCK,FALSE,,74.24,RULE_BASED,
TASK_000235,AST_000045,S&T,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-07-24,2026-09-25,90,PENDING,42.3,89.5,23.2,TRUE,47.45,MEDIUM,SIGNAL_BLOCK,FALSE,,47.45,RULE_BASED,
TASK_000236,AST_000002,TRD,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-02-16,2026-10-24,180,PENDING,63.8,0.0,37.4,TRUE,31.68,LOW,POWER_BLOCK,FALSE,,31.68,RULE_BASED,
TASK_000237,AST_000009,S&T,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-07-02,2026-10-09,180,CANCELLED,89.0,100.0,43.6,FALSE,72.05,HIGH,SIGNAL_BLOCK,FALSE,DEF_000028,72.05,RULE_BASED,
TASK_000238,AST_000016,ENGINEERING,TESTING,TESTING,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-05-07,2026-10-28,60,COMPLETED,55.3,31.1,24.6,FALSE,34.83,LOW,TRAFFIC_BLOCK,FALSE,DEF_000265,34.83,RULE_BASED,
TASK_000239,AST_000023,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-08-04,2026-09-04,120,PENDING,55.6,60.9,48.5,TRUE,59.86,MEDIUM,POWER_BLOCK,TRUE,,59.86,RULE_BASED,
TASK_000240,AST_000030,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-05-24,2026-09-13,75,PENDING,88.6,100.0,29.2,TRUE,68.31,HIGH,SIGNAL_BLOCK,FALSE,DEF_000289,68.31,RULE_BASED,
TASK_000241,AST_000037,ENGINEERING,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-01-27,2026-10-21,120,IN_PROGRESS,81.9,42.9,53.3,FALSE,54.86,MEDIUM,TRAFFIC_BLOCK,FALSE,,54.86,RULE_BASED,
TASK_000242,AST_000044,TRD,REPAIR,REPAIR,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-07-14,2026-08-24,90,IN_PROGRESS,56.3,84.0,22.6,FALSE,60.56,MEDIUM,POWER_BLOCK,TRUE,DEF_000213,60.56,RULE_BASED,
TASK_000243,AST_000001,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-09-09,2026-09-19,30,COMPLETED,50.3,46.4,54.6,FALSE,45.18,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000300,45.18,RULE_BASED,
TASK_000244,AST_000008,TRD,TESTING,TESTING,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-06-03,2026-09-23,90,COMPLETED,88.0,100.0,48.6,FALSE,72.95,HIGH,POWER_BLOCK,FALSE,DEF_000187,72.95,RULE_BASED,
TASK_000245,AST_000015,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-04-19,2026-10-10,120,COMPLETED,53.9,83.3,29.5,FALSE,51.23,MEDIUM,SIGNAL_BLOCK,FALSE,,51.23,RULE_BASED,
TASK_000246,AST_000022,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-06-16,2026-10-24,120,PENDING,76.5,100.0,23.3,TRUE,62.6,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000261,62.6,RULE_BASED,
TASK_000247,AST_000029,TRD,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-07-02,2026-09-30,240,CANCELLED,88.2,21.7,49.7,FALSE,49.8,MEDIUM,POWER_BLOCK,FALSE,,49.8,RULE_BASED,
TASK_000248,AST_000036,S&T,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-05-21,2026-10-06,60,PENDING,78.2,2.5,63.3,TRUE,43.94,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000185,43.94,RULE_BASED,
TASK_000249,AST_000043,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-07-24,2026-10-27,240,PENDING,70.1,100.0,40.5,TRUE,64.66,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000272,64.66,RULE_BASED,
TASK_000250,AST_000050,TRD,TESTING,TESTING,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-04-14,2026-10-10,75,PENDING,88.2,9.1,32.7,TRUE,41.77,MEDIUM,POWER_BLOCK,FALSE,,41.77,RULE_BASED,
TASK_000251,AST_000007,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-05-13,2026-09-22,90,COMPLETED,52.8,32.6,45.2,FALSE,39.56,LOW,TRAFFIC_BLOCK,FALSE,,39.56,RULE_BASED,
TASK_000252,AST_000014,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-06-15,2026-10-07,240,SCHEDULED,44.4,100.0,44.8,TRUE,56.74,MEDIUM,POWER_BLOCK,FALSE,DEF_000283,56.74,RULE_BASED,
TASK_000253,AST_000021,S&T,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-07-12,2026-09-21,90,COMPLETED,42.9,92.9,25.1,FALSE,49.16,MEDIUM,SIGNAL_BLOCK,FALSE,,49.16,RULE_BASED,
TASK_000254,AST_000028,ENGINEERING,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-07-09,2026-10-22,90,COMPLETED,49.5,48.9,61.9,FALSE,47.47,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000057,47.47,RULE_BASED,
TASK_000255,AST_000035,TRD,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-07-25,2026-10-10,30,CANCELLED,84.2,100.0,72.1,FALSE,77.5,HIGH,POWER_BLOCK,FALSE,DEF_000144,77.5,RULE_BASED,
TASK_000256,AST_000042,S&T,TESTING,TESTING,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-08-28,2026-10-24,120,COMPLETED,44.5,62.5,64.0,FALSE,50.32,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000081,50.32,RULE_BASED,
TASK_000257,AST_000049,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-04-08,2026-09-30,60,PENDING,67.6,100.0,27.6,TRUE,60.56,MEDIUM,TRAFFIC_BLOCK,FALSE,,60.56,RULE_BASED,
TASK_000258,AST_000006,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-07-24,2026-10-21,180,SCHEDULED,94.3,0.0,47.6,TRUE,44.9,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000255,44.9,RULE_BASED,
TASK_000259,AST_000013,ENGINEERING,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-05-30,2026-10-27,75,PENDING,54.3,54.4,41.5,TRUE,45.7,MEDIUM,TRAFFIC_BLOCK,FALSE,,45.7,RULE_BASED,
TASK_000260,AST_000020,TRD,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-09-14,2026-10-10,150,COMPLETED,63.2,80.3,24.4,FALSE,52.31,MEDIUM,POWER_BLOCK,FALSE,,52.31,RULE_BASED,
TASK_000261,AST_000027,S&T,REPLACEMENT,REPLACEMENT,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-09-03,2026-09-22,240,COMPLETED,50.8,56.8,56.1,FALSE,48.84,MEDIUM,SIGNAL_BLOCK,FALSE,,48.84,RULE_BASED,
TASK_000262,AST_000034,ENGINEERING,TESTING,TESTING,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-04-02,2026-09-03,180,PENDING,82.4,65.7,56.1,TRUE,72.57,HIGH,TRAFFIC_BLOCK,TRUE,DEF_000253,72.57,RULE_BASED,
TASK_000263,AST_000041,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-08-12,2026-10-29,120,CANCELLED,89.8,0.0,57.2,FALSE,45.73,MEDIUM,POWER_BLOCK,FALSE,,45.73,RULE_BASED,
TASK_000264,AST_000048,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-09-06,2026-10-20,90,PENDING,56.3,0.0,34.7,TRUE,28.38,LOW,SIGNAL_BLOCK,FALSE,DEF_000077,28.38,RULE_BASED,
TASK_000265,AST_000005,TRD,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-08-07,2026-10-10,180,PENDING,56.6,100.0,26.5,TRUE,56.44,MEDIUM,POWER_BLOCK,FALSE,,56.44,RULE_BASED,
TASK_000266,AST_000012,S&T,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-08-07,2026-09-30,240,PENDING,62.0,99.4,36.0,TRUE,60.52,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000001,60.52,RULE_BASED,
TASK_000267,AST_000019,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-06-21,2026-08-17,180,IN_PROGRESS,79.6,97.8,58.9,FALSE,81.92,CRITICAL,TRAFFIC_BLOCK,TRUE,DEF_000138,81.92,RULE_BASED,
TASK_000268,AST_000026,TRD,TESTING,TESTING,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-07-21,2026-10-22,180,PENDING,79.3,100.0,22.4,TRUE,63.36,MEDIUM,POWER_BLOCK,FALSE,,63.36,RULE_BASED,
TASK_000269,AST_000033,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-06-18,2026-09-29,90,SCHEDULED,80.7,14.4,37.6,TRUE,41.96,MEDIUM,SIGNAL_BLOCK,FALSE,,41.96,RULE_BASED,
TASK_000270,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic track maintenance activity,2026-04-19,2026-10-01,75,PENDING,49.9,40.9,46.2,TRUE,41.28,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000299,41.28,RULE_BASED,
TASK_000271,AST_000047,TRD,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-09-04,2026-10-25,30,PENDING,84.5,0.0,54.3,TRUE,43.15,MEDIUM,POWER_BLOCK,FALSE,,43.15,RULE_BASED,
TASK_000272,AST_000004,ENGINEERING,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-06-16,2026-10-24,30,SCHEDULED,87.4,40.2,56.4,TRUE,56.75,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000123,56.75,RULE_BASED,
TASK_000273,AST_000011,TRD,REPLACEMENT,REPLACEMENT,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-08-29,2026-09-14,60,PENDING,69.6,55.6,37.9,TRUE,50.51,MEDIUM,POWER_BLOCK,FALSE,DEF_000010,50.51,RULE_BASED,
TASK_000274,AST_000018,S&T,TESTING,TESTING,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-05-19,2026-10-20,90,COMPLETED,94.2,0.0,50.4,FALSE,45.57,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000197,45.57,RULE_BASED,
