task_id,block_id,required_block_type,minimum_block_duration_min,setup_duration_min,release_duration_min,requires_power_isolation,requires_traffic_block,requires_signal_block
TASK_000078,BLK_0020,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000078,BLK_0025,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000079,BLK_0005,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000079,BLK_0006,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000081,BLK_0020,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000082,BLK_0006,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000082,BLK_0024,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000083,BLK_0001,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000085,BLK_0009,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000085,BLK_0020,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000085,BLK_0024,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000086,BLK_0002,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000088,BLK_0020,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000088,BLK_0025,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000089,BLK_0005,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000089,BLK_0008,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000091,BLK_0010,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000091,BLK_0020,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000092,BLK_0008,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000093,BLK_0001,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000095,BLK_0009,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000095,BLK_0020,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000095,BLK_0024,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000096,BLK_0001,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000096,BLK_0005,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000098,BLK_0020,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000099,BLK_0004,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000099,BLK_0005,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000099,BLK_0019,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000101,BLK_0010,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000101,BLK_0020,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000102,BLK_0008,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000103,BLK_0005,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000105,BLK_0011,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000105,BLK_0020,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000106,BLK_0005,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000108,BLK_0020,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000109,BLK_0004,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000109,BLK_0005,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000109,BLK_0019,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000111,BLK_0015,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000112,BLK_0004,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000112,BLK_0022,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000113,BLK_0002,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000115,BLK_0011,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000115,BLK_0020,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000116,BLK_0005,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000118,BLK_0020,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000119,BLK_0005,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000119,BLK_0006,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000121,BLK_0020,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000122,BLK_0004,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000122,BLK_0022,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000123,BLK_0002,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000125,BLK_0007,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000125,BLK_0020,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000125,BLK_0022,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000126,BLK_0002,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000128,BLK_0020,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000128,BLK_0025,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000129,BLK_0005,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000129,BLK_0006,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000131,BLK_0020,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000132,BLK_0006,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000132,BLK_0024,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000133,BLK_0001,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000135,BLK_0009,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000135,BLK_0020,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000135,BLK_0024,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000136,BLK_0002,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000138,BLK_0020,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000138,BLK_0025,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000139,BLK_0005,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000139,BLK_0008,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000141,BLK_0010,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000141,BLK_0020,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000142,BLK_0008,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000143,BLK_0001,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000145,BLK_0009,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000145,BLK_0020,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000145,BLK_0024,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000146,BLK_0001,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000146,BLK_0005,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000148,BLK_0020,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000149,BLK_0004,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000149,BLK_0005,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000149,BLK_0019,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000151,BLK_0010,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000151,BLK_0020,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000152,BLK_0008,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000153,BLK_0005,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000155,BLK_0011,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000155,BLK_0020,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000156,BLK_0005,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000158,BLK_0020,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000159,BLK_0004,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000159,BLK_0005,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000159,BLK_0019,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000161,BLK_0015,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000162,BLK_0004,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000162,BLK_0022,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000163,BLK_0002,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000165,BLK_0011,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000165,BLK_0020,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000166,BLK_0005,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000168,BLK_0020,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000169,BLK_0005,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000169,BLK_0006,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000171,BLK_0020,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000172,BLK_0004,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000172,BLK_0022,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000173,BLK_0002,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000175,BLK_0007,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
