movement_id,train_id,train_type,section_id,entry_time,exit_time,direction,priority,is_freight,scheduled_or_forecast,forecast_confidence,movement_status
MOV_001068,SYN_TRAIN_0108,FREIGHT,SEC_008,2026-09-16 19:40:00,2026-09-16 20:05:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001069,SYN_TRAIN_0109,EXPRESS,SEC_003,2026-09-15 09:15:00,2026-09-15 09:27:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001070,SYN_TRAIN_0110,FREIGHT,SEC_010,2026-09-20 20:05:00,2026-09-20 20:20:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001071,SYN_TRAIN_0111,EXPRESS,SEC_002,2026-09-20 18:00:00,2026-09-20 18:10:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001072,SYN_TRAIN_0112,FREIGHT,SEC_001,2026-09-14 04:35:00,2026-09-14 04:40:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001073,SYN_TRAIN_0113,PASSENGER,SEC_002,2026-09-18 20:45:00,2026-09-18 20:57:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001074,SYN_TRAIN_0114,EXPRESS,SEC_005,2026-09-15 05:35:00,2026-09-15 05:55:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001075,SYN_TRAIN_0115,FREIGHT,SEC_010,2026-09-20 18:50:00,2026-09-20 19:02:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001076,SYN_TRAIN_0116,EXPRESS,SEC_010,2026-09-18 15:05:00,2026-09-18 15:17:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001077,SYN_TRAIN_0117,PASSENGER,SEC_003,2026-09-16 21:20:00,2026-09-16 21:28:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001078,SYN_TRAIN_0118,PASSENGER,SEC_004,2026-09-19 18:30:00,2026-09-19 18:42:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001079,SYN_TRAIN_0119,PASSENGER,SEC_001,2026-09-16 19:15:00,2026-09-16 19:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001080,SYN_TRAIN_0120,PASSENGER,SEC_002,2026-09-17 13:00:00,2026-09-17 13:30:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001081,SYN_TRAIN_0121,EXPRESS,SEC_004,2026-09-19 19:50:00,2026-09-19 20:15:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001082,SYN_TRAIN_0122,PASSENGER,SEC_001,2026-09-15 18:15:00,2026-09-15 18:27:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001083,SYN_TRAIN_0123,PASSENGER,SEC_005,2026-09-18 00:20:00,2026-09-18 00:45:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001084,SYN_TRAIN_0124,PASSENGER,SEC_010,2026-09-17 04:45:00,2026-09-17 05:15:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001085,SYN_TRAIN_0125,FREIGHT,SEC_001,2026-09-20 20:50:00,2026-09-20 20:55:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001086,SYN_TRAIN_0126,FREIGHT,SEC_008,2026-09-16 17:15:00,2026-09-16 17:45:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001087,SYN_TRAIN_0127,EXPRESS,SEC_005,2026-09-19 16:25:00,2026-09-19 16:30:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001088,SYN_TRAIN_0128,EXPRESS,SEC_003,2026-09-20 02:05:00,2026-09-20 02:35:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001089,SYN_TRAIN_0129,FREIGHT,SEC_002,2026-09-15 11:30:00,2026-09-15 11:50:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001090,SYN_TRAIN_0130,MAINTENANCE,SEC_005,2026-09-19 19:10:00,2026-09-19 19:20:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001091,SYN_TRAIN_0131,MAINTENANCE,SEC_008,2026-09-15 20:10:00,2026-09-15 20:22:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001092,SYN_TRAIN_0132,EXPRESS,SEC_007,2026-09-16 13:15:00,2026-09-16 13:40:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001093,SYN_TRAIN_0133,EXPRESS,SEC_010,2026-09-18 14:00:00,2026-09-18 14:10:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001094,SYN_TRAIN_0134,PASSENGER,SEC_010,2026-09-18 16:20:00,2026-09-18 16:25:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001095,SYN_TRAIN_0135,FREIGHT,SEC_007,2026-09-16 16:10:00,2026-09-16 16:22:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001096,SYN_TRAIN_0136,EXPRESS,SEC_004,2026-09-18 18:15:00,2026-09-18 18:40:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001097,SYN_TRAIN_0137,PASSENGER,SEC_007,2026-09-15 15:00:00,2026-09-15 15:30:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001098,SYN_TRAIN_0138,PASSENGER,SEC_003,2026-09-20 14:45:00,2026-09-20 14:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001099,SYN_TRAIN_0139,PASSENGER,SEC_007,2026-09-15 05:55:00,2026-09-15 06:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001100,SYN_TRAIN_0140,PASSENGER,SEC_007,2026-09-15 17:10:00,2026-09-15 17:25:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001101,SYN_TRAIN_0141,FREIGHT,SEC_005,2026-09-15 20:40:00,2026-09-15 20:50:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001102,SYN_TRAIN_0142,PASSENGER,SEC_009,2026-09-14 06:35:00,2026-09-14 06:40:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001103,SYN_TRAIN_0143,PASSENGER,SEC_007,2026-09-20 06:10:00,2026-09-20 06:15:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001104,SYN_TRAIN_0144,PASSENGER,SEC_001,2026-09-14 05:30:00,2026-09-14 05:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001105,SYN_TRAIN_0145,FREIGHT,SEC_003,2026-09-19 17:40:00,2026-09-19 17:52:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001106,SYN_TRAIN_0146,PASSENGER,SEC_004,2026-09-14 08:40:00,2026-09-14 08:45:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001107,SYN_TRAIN_0147,PASSENGER,SEC_009,2026-09-16 00:45:00,2026-09-16 01:00:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001108,SYN_TRAIN_0148,PASSENGER,SEC_010,2026-09-18 20:00:00,2026-09-18 20:12:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001109,SYN_TRAIN_0149,MAINTENANCE,SEC_002,2026-09-15 15:30:00,2026-09-15 15:42:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001110,SYN_TRAIN_0150,EXPRESS,SEC_002,2026-09-15 07:10:00,2026-09-15 07:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001111,SYN_TRAIN_0151,PASSENGER,SEC_007,2026-09-15 07:20:00,2026-09-15 07:45:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001112,SYN_TRAIN_0152,PASSENGER,SEC_003,2026-09-17 20:40:00,2026-09-17 21:05:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001113,SYN_TRAIN_0153,FREIGHT,SEC_002,2026-09-19 19:20:00,2026-09-19 19:50:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001114,SYN_TRAIN_0154,FREIGHT,SEC_006,2026-09-19 06:15:00,2026-09-19 06:30:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001115,SYN_TRAIN_0155,PASSENGER,SEC_003,2026-09-20 09:30:00,2026-09-20 09:40:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001116,SYN_TRAIN_0156,OTHER,SEC_010,2026-09-17 20:40:00,2026-09-17 20:45:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001117,SYN_TRAIN_0157,OTHER,SEC_008,2026-09-14 11:15:00,2026-09-14 11:35:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001118,SYN_TRAIN_0158,PASSENGER,SEC_002,2026-09-16 22:10:00,2026-09-16 22:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001119,SYN_TRAIN_0159,PASSENGER,SEC_002,2026-09-14 11:10:00,2026-09-14 11:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001120,SYN_TRAIN_0160,OTHER,SEC_010,2026-09-14 09:40:00,2026-09-14 10:00:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001121,SYN_TRAIN_0001,PASSENGER,SEC_002,2026-09-19 07:05:00,2026-09-19 07:10:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001122,SYN_TRAIN_0002,FREIGHT,SEC_008,2026-09-17 18:30:00,2026-09-17 18:50:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001123,SYN_TRAIN_0003,PASSENGER,SEC_004,2026-09-18 02:25:00,2026-09-18 02:35:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001124,SYN_TRAIN_0004,EXPRESS,SEC_003,2026-09-14 05:15:00,2026-09-14 05:35:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001125,SYN_TRAIN_0005,PASSENGER,SEC_002,2026-09-16 18:40:00,2026-09-16 18:45:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001126,SYN_TRAIN_0006,PASSENGER,SEC_003,2026-09-18 16:40:00,2026-09-18 16:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001127,SYN_TRAIN_0007,PASSENGER,SEC_009,2026-09-18 17:40:00,2026-09-18 17:50:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001128,SYN_TRAIN_0008,MAINTENANCE,SEC_009,2026-09-15 04:45:00,2026-09-15 04:50:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001129,SYN_TRAIN_0009,EXPRESS,SEC_007,2026-09-17 20:05:00,2026-09-17 20:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001130,SYN_TRAIN_0010,FREIGHT,SEC_008,2026-09-20 11:10:00,2026-09-20 11:22:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001131,SYN_TRAIN_0011,PASSENGER,SEC_009,2026-09-16 21:00:00,2026-09-16 21:20:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001132,SYN_TRAIN_0012,FREIGHT,SEC_005,2026-09-15 16:15:00,2026-09-15 16:30:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001133,SYN_TRAIN_0013,EXPRESS,SEC_003,2026-09-16 18:45:00,2026-09-16 19:00:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001134,SYN_TRAIN_0014,PASSENGER,SEC_005,2026-09-20 06:00:00,2026-09-20 06:20:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001135,SYN_TRAIN_0015,EXPRESS,SEC_002,2026-09-17 09:40:00,2026-09-17 09:52:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001136,SYN_TRAIN_0016,PASSENGER,SEC_001,2026-09-19 00:45:00,2026-09-19 00:50:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001137,SYN_TRAIN_0017,EXPRESS,SEC_002,2026-09-16 17:00:00,2026-09-16 17:12:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001138,SYN_TRAIN_0018,FREIGHT,SEC_003,2026-09-15 03:10:00,2026-09-15 03:15:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001139,SYN_TRAIN_0019,PASSENGER,SEC_004,2026-09-19 05:05:00,2026-09-19 05:10:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001140,SYN_TRAIN_0020,EXPRESS,SEC_006,2026-09-17 15:50:00,2026-09-17 15:55:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001141,SYN_TRAIN_0021,FREIGHT,SEC_008,2026-09-20 15:30:00,2026-09-20 16:00:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001142,SYN_TRAIN_0022,PASSENGER,SEC_002,2026-09-19 10:10:00,2026-09-19 10:35:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001143,SYN_TRAIN_0023,MAINTENANCE,SEC_003,2026-09-17 04:00:00,2026-09-17 04:10:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001144,SYN_TRAIN_0024,EXPRESS,SEC_010,2026-09-14 12:40:00,2026-09-14 12:52:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001145,SYN_TRAIN_0025,PASSENGER,SEC_007,2026-09-16 16:45:00,2026-09-16 16:55:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001146,SYN_TRAIN_0026,PASSENGER,SEC_008,2026-09-17 17:15:00,2026-09-17 17:23:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001147,SYN_TRAIN_0027,PASSENGER,SEC_001,2026-09-18 07:05:00,2026-09-18 07:25:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001148,SYN_TRAIN_0028,OTHER,SEC_005,2026-09-14 11:20:00,2026-09-14 11:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001149,SYN_TRAIN_0029,FREIGHT,SEC_003,2026-09-17 12:15:00,2026-09-17 12:27:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001150,SYN_TRAIN_0030,FREIGHT,SEC_008,2026-09-17 06:10:00,2026-09-17 06:35:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001151,SYN_TRAIN_0031,PASSENGER,SEC_010,2026-09-19 15:10:00,2026-09-19 15:18:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001152,SYN_TRAIN_0032,EXPRESS,SEC_003,2026-09-16 15:00:00,2026-09-16 15:30:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001153,SYN_TRAIN_0033,EXPRESS,SEC_008,2026-09-19 06:10:00,2026-09-19 06:22:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001154,SYN_TRAIN_0034,FREIGHT,SEC_002,2026-09-18 10:15:00,2026-09-18 10:20:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001155,SYN_TRAIN_0035,PASSENGER,SEC_001,2026-09-16 13:50:00,2026-09-16 14:10:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001156,SYN_TRAIN_0036,EXPRESS,SEC_009,2026-09-19 05:00:00,2026-09-19 05:12:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001157,SYN_TRAIN_0037,MAINTENANCE,SEC_001,2026-09-15 11:10:00,2026-09-15 11:30:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001158,SYN_TRAIN_0038,OTHER,SEC_002,2026-09-18 07:35:00,2026-09-18 07:40:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001159,SYN_TRAIN_0039,FREIGHT,SEC_010,2026-09-20 18:35:00,2026-09-20 18:55:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001160,SYN_TRAIN_0040,EXPRESS,SEC_006,2026-09-16 20:00:00,2026-09-16 20:15:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001161,SYN_TRAIN_0041,FREIGHT,SEC_008,2026-09-19 17:50:00,2026-09-19 18:10:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001162,SYN_TRAIN_0042,EXPRESS,SEC_005,2026-09-19 19:35:00,2026-09-19 19:43:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001163,SYN_TRAIN_0043,PASSENGER,SEC_004,2026-09-16 05:25:00,2026-09-16 05:37:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001164,SYN_TRAIN_0044,PASSENGER,SEC_002,2026-09-14 03:25:00,2026-09-14 03:37:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001165,SYN_TRAIN_0045,FREIGHT,SEC_010,2026-09-20 15:00:00,2026-09-20 15:25:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001166,SYN_TRAIN_0046,MAINTENANCE,SEC_008,2026-09-16 23:15:00,2026-09-16 23:40:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001167,SYN_TRAIN_0047,PASSENGER,SEC_003,2026-09-15 05:00:00,2026-09-15 05:30:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001168,SYN_TRAIN_0048,PASSENGER,SEC_003,2026-09-17 08:15:00,2026-09-17 08:40:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001169,SYN_TRAIN_0049,FREIGHT,SEC_006,2026-09-16 18:20:00,2026-09-16 18:50:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001170,SYN_TRAIN_0050,MAINTENANCE,SEC_010,2026-09-17 18:15:00,2026-09-17 18:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001171,SYN_TRAIN_0051,EXPRESS,SEC_007,2026-09-20 11:30:00,2026-09-20 11:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001172,SYN_TRAIN_0052,FREIGHT,SEC_006,2026-09-20 09:40:00,2026-09-20 10:10:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001173,SYN_TRAIN_0053,PASSENGER,SEC_001,2026-09-15 17:25:00,2026-09-15 17:50:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001174,SYN_TRAIN_0054,FREIGHT,SEC_009,2026-09-19 03:00:00,2026-09-19 03:10:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001175,SYN_TRAIN_0055,EXPRESS,SEC_009,2026-09-17 06:00:00,2026-09-17 06:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001176,SYN_TRAIN_0056,EXPRESS,SEC_002,2026-09-17 04:30:00,2026-09-17 04:50:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001177,SYN_TRAIN_0057,PASSENGER,SEC_002,2026-09-17 07:45:00,2026-09-17 08:00:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001178,SYN_TRAIN_0058,PASSENGER,SEC_009,2026-09-15 11:15:00,2026-09-15 11:20:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001179,SYN_TRAIN_0059,PASSENGER,SEC_002,2026-09-17 18:00:00,2026-09-17 18:15:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001180,SYN_TRAIN_0060,EXPRESS,SEC_001,2026-09-15 13:20:00,2026-09-15 13:25:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001181,SYN_TRAIN_0061,EXPRESS,SEC_004,2026-09-17 13:55:00,2026-09-17 14:05:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001182,SYN_TRAIN_0062,MAINTENANCE,SEC_002,2026-09-14 18:40:00,2026-09-14 18:52:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001183,SYN_TRAIN_0063,FREIGHT,SEC_009,2026-09-20 20:30:00,2026-09-20 20:45:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_001184,SYN_TRAIN_0064,FREIGHT,SEC_007,2026-09-16 05:10:00,2026-09-16 05:18:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001185,SYN_TRAIN_0065,FREIGHT,SEC_003,2026-09-18 09:50:00,2026-09-18 10:00:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001186,SYN_TRAIN_0066,PASSENGER,SEC_003,2026-09-14 22:55:00,2026-09-14 23:25:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001187,SYN_TRAIN_0067,PASSENGER,SEC_008,2026-09-19 16:10:00,2026-09-19 16:20:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001188,SYN_TRAIN_0068,PASSENGER,SEC_010,2026-09-18 16:30:00,2026-09-18 17:00:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001189,SYN_TRAIN_0069,PASSENGER,SEC_001,2026-09-15 17:25:00,2026-09-15 17:33:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001190,SYN_TRAIN_0070,PASSENGER,SEC_003,2026-09-16 05:20:00,2026-09-16 05:30:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001191,SYN_TRAIN_0071,EXPRESS,SEC_005,2026-09-15 11:55:00,2026-09-15 12:10:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001192,SYN_TRAIN_0072,PASSENGER,SEC_001,2026-09-18 05:20:00,2026-09-18 05:50:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001193,SYN_TRAIN_0073,EXPRESS,SEC_004,2026-09-20 09:50:00,2026-09-20 10:00:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001194,SYN_TRAIN_0074,EXPRESS,SEC_007,2026-09-14 05:20:00,2026-09-14 05:25:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001195,SYN_TRAIN_0075,FREIGHT,SEC_006,2026-09-15 23:45:00,2026-09-15 23:57:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001196,SYN_TRAIN_0076,EXPRESS,SEC_004,2026-09-18 21:15:00,2026-09-18 21:30:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001197,SYN_TRAIN_0077,MAINTENANCE,SEC_006,2026-09-19 11:30:00,2026-09-19 11:45:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001198,SYN_TRAIN_0078,EXPRESS,SEC_008,2026-09-14 06:45:00,2026-09-14 06:50:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001199,SYN_TRAIN_0079,FREIGHT,SEC_003,2026-09-19 08:10:00,2026-09-19 08:20:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001200,SYN_TRAIN_0080,PASSENGER,SEC_005,2026-09-16 17:45:00,2026-09-16 17:53:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001201,SYN_TRAIN_0081,EXPRESS,SEC_005,2026-09-15 18:10:00,2026-09-15 18:18:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001202,SYN_TRAIN_0082,FREIGHT,SEC_001,2026-09-16 14:55:00,2026-09-16 15:20:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001203,SYN_TRAIN_0083,PASSENGER,SEC_005,2026-09-14 08:00:00,2026-09-14 08:08:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001204,SYN_TRAIN_0084,PASSENGER,SEC_006,2026-09-20 04:25:00,2026-09-20 04:30:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001205,SYN_TRAIN_0085,PASSENGER,SEC_004,2026-09-17 14:20:00,2026-09-17 14:50:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001206,SYN_TRAIN_0086,PASSENGER,SEC_001,2026-09-16 19:00:00,2026-09-16 19:08:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001207,SYN_TRAIN_0087,EXPRESS,SEC_009,2026-09-15 12:35:00,2026-09-15 12:47:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001208,SYN_TRAIN_0088,OTHER,SEC_006,2026-09-15 11:20:00,2026-09-15 11:28:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001209,SYN_TRAIN_0089,FREIGHT,SEC_003,2026-09-20 19:25:00,2026-09-20 19:40:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001210,SYN_TRAIN_0090,EXPRESS,SEC_001,2026-09-16 18:45:00,2026-09-16 19:10:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001211,SYN_TRAIN_0091,PASSENGER,SEC_005,2026-09-20 10:30:00,2026-09-20 10:55:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001212,SYN_TRAIN_0092,FREIGHT,SEC_001,2026-09-19 11:30:00,2026-09-19 11:50:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_001213,SYN_TRAIN_0093,PASSENGER,SEC_010,2026-09-20 05:15:00,2026-09-20 05:20:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001214,SYN_TRAIN_0094,PASSENGER,SEC_007,2026-09-15 23:45:00,2026-09-15 23:53:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001215,SYN_TRAIN_0095,EXPRESS,SEC_008,2026-09-17 07:00:00,2026-09-17 07:10:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_001216,SYN_TRAIN_0096,PASSENGER,SEC_001,2026-09-14 23:45:00,2026-09-14 23:55:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_001217,SYN_TRAIN_0097,PASSENGER,SEC_004,2026-09-19 11:30:00,2026-09-19 11:35:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_001218,SYN_TRAIN_0098,FREIGHT,SEC_005,2026-09-15 18:40:00,2026-09-15 18:45:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_001219,SYN_TRAIN_0099,PASSENGER,SEC_002,2026-09-20 16:30:00,2026-09-20 16:50:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
