record_id,asset_id,department,task_type,criticality,urgency,operational_impact,previous_defects,maintenance_frequency,estimated_duration,actual_duration,delay_to_completion,was_overdue,repeat_defect,weather_risk,previous_failure_indicator,defect_severity,final_priority
HIST_002655,AST_000035,TRD,INSPECTION,84.2,32.3,31.3,2,8,240,242,1,TRUE,TRUE,0.18,False,HIGH,50.84
HIST_002656,AST_000002,TRD,REPAIR,63.8,24.3,32.5,3,10,90,74,0,FALSE,TRUE,0.199,False,HIGH,42.96
HIST_002657,AST_000019,ENGINEERING,REPLACEMENT,79.6,8.5,20.1,1,1,240,202,0,FALSE,TRUE,0.435,False,LOW,33.77
HIST_002658,AST_000036,S&T,REPAIR,78.2,100.0,53.3,2,8,180,210,18,TRUE,TRUE,0.141,False,HIGH,70.37
HIST_002659,AST_000003,S&T,REPLACEMENT,55.7,0.0,55.5,0,11,120,113,0,FALSE,FALSE,0.337,False,HIGH,39.06
HIST_002660,AST_000020,TRD,TESTING,63.2,0.0,25.6,4,11,90,81,0,FALSE,TRUE,0.256,False,LOW,27.83
HIST_002661,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,81.9,78.5,35.6,1,8,120,113,0,FALSE,TRUE,0.247,True,MEDIUM,68.81
HIST_002662,AST_000004,ENGINEERING,CORRECTIVE_MAINTENANCE,87.4,100.0,48.2,3,3,75,65,0,FALSE,TRUE,0.523,False,MEDIUM,68.36
HIST_002663,AST_000021,S&T,INSPECTION,42.9,42.6,45.7,3,10,30,31,1,TRUE,TRUE,0.086,False,MEDIUM,40.16
HIST_002664,AST_000038,TRD,REPAIR,95.1,90.1,39.8,1,10,90,96,4,TRUE,TRUE,0.014,False,MEDIUM,66.51
HIST_002665,AST_000005,TRD,REPLACEMENT,56.6,100.0,21.1,4,8,75,80,3,TRUE,TRUE,0.851,False,MEDIUM,53.7
HIST_002666,AST_000022,ENGINEERING,TESTING,76.5,94.8,55.1,4,9,150,156,4,TRUE,TRUE,0.083,False,LOW,61.42
HIST_002667,AST_000039,S&T,PREVENTIVE_MAINTENANCE,91.8,11.8,42.5,4,5,90,86,0,FALSE,TRUE,0.208,False,LOW,42.74
HIST_002668,AST_000006,S&T,CORRECTIVE_MAINTENANCE,94.3,0.0,24.9,5,5,180,145,0,FALSE,TRUE,0.654,True,CRITICAL,58.27
HIST_002669,AST_000023,TRD,INSPECTION,55.6,58.2,56.0,2,5,180,153,0,FALSE,TRUE,0.789,False,CRITICAL,57.43
HIST_002670,AST_000040,ENGINEERING,REPAIR,49.9,45.9,76.1,2,9,120,140,12,TRUE,TRUE,0.609,False,MEDIUM,49.16
HIST_002671,AST_000007,ENGINEERING,REPLACEMENT,52.8,100.0,40.5,0,1,240,252,7,TRUE,FALSE,0.63,False,CRITICAL,63.94
HIST_002672,AST_000024,S&T,TESTING,66.7,100.0,22.4,4,1,180,156,0,FALSE,TRUE,0.556,False,LOW,53.24
HIST_002673,AST_000041,TRD,PREVENTIVE_MAINTENANCE,89.8,0.0,54.0,2,5,60,48,0,FALSE,TRUE,0.798,False,CRITICAL,52.74
HIST_002674,AST_000008,TRD,CORRECTIVE_MAINTENANCE,88.0,0.0,64.3,5,6,150,173,14,TRUE,TRUE,0.72,False,CRITICAL,54.26
HIST_002675,AST_000025,ENGINEERING,INSPECTION,94.7,0.0,43.1,3,7,240,206,0,FALSE,TRUE,0.957,True,CRITICAL,62.03
HIST_002676,AST_000042,S&T,REPAIR,44.5,54.4,41.9,1,11,60,58,0,FALSE,TRUE,0.455,False,MEDIUM,42.83
HIST_002677,AST_000009,S&T,REPLACEMENT,89.0,32.1,57.4,2,6,30,33,2,TRUE,TRUE,0.172,False,CRITICAL,61.2
HIST_002678,AST_000026,TRD,TESTING,79.3,100.0,18.3,5,1,75,69,0,FALSE,TRUE,0.188,False,MEDIUM,59.95
HIST_002679,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,70.1,87.4,53.1,3,12,60,65,3,TRUE,TRUE,0.578,False,HIGH,64.75
HIST_002680,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,83.3,56.6,53.7,5,7,120,126,4,TRUE,TRUE,0.538,False,LOW,53.63
HIST_002681,AST_000027,S&T,INSPECTION,50.8,0.0,50.2,4,12,75,61,0,FALSE,TRUE,0.489,False,CRITICAL,40.28
HIST_002682,AST_000044,TRD,REPAIR,56.3,15.4,54.0,5,12,90,111,13,TRUE,TRUE,0.754,True,MEDIUM,49.04
HIST_002683,AST_000011,TRD,REPLACEMENT,69.6,28.6,65.4,1,7,75,83,5,TRUE,TRUE,0.342,False,CRITICAL,56.11
HIST_002684,AST_000028,ENGINEERING,TESTING,49.5,100.0,24.9,2,7,150,120,0,FALSE,TRUE,0.321,False,MEDIUM,52.33
HIST_002685,AST_000045,S&T,REPLACEMENT,42.3,74.4,19.6,2,3,120,110,0,FALSE,TRUE,0.54,False,LOW,38.96
HIST_002686,AST_000012,S&T,TESTING,62.0,91.4,51.3,3,8,120,135,9,TRUE,TRUE,0.741,False,MEDIUM,59.21
HIST_002687,AST_000029,TRD,PREVENTIVE_MAINTENANCE,88.2,0.0,30.1,4,12,90,97,4,TRUE,TRUE,0.118,False,MEDIUM,39.98
HIST_002688,AST_000046,ENGINEERING,CORRECTIVE_MAINTENANCE,52.0,36.4,49.6,3,7,45,39,0,FALSE,TRUE,0.009,False,MEDIUM,42.12
HIST_002689,AST_000013,ENGINEERING,INSPECTION,54.3,94.8,61.4,1,5,180,167,0,FALSE,TRUE,0.413,True,LOW,66.02
HIST_002690,AST_000030,S&T,REPAIR,88.6,100.0,27.8,0,6,120,127,4,TRUE,FALSE,0.94,False,CRITICAL,72.14
HIST_002691,AST_000047,TRD,REPLACEMENT,84.5,100.0,25.3,4,5,30,28,0,FALSE,TRUE,0.292,False,HIGH,66.66
HIST_002692,AST_000014,TRD,TESTING,44.4,93.3,73.9,4,2,60,54,0,FALSE,TRUE,0.362,False,HIGH,62.67
HIST_002693,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,40.4,73.8,55.7,1,8,90,86,0,FALSE,TRUE,0.685,False,MEDIUM,49.21
HIST_002694,AST_000048,S&T,CORRECTIVE_MAINTENANCE,56.3,100.0,31.7,3,2,180,172,0,FALSE,TRUE,0.167,False,LOW,51.98
HIST_002695,AST_000015,S&T,INSPECTION,53.9,100.0,75.2,5,11,240,286,28,TRUE,TRUE,0.498,False,LOW,59.96
HIST_002696,AST_000032,TRD,REPAIR,72.1,15.3,59.4,1,1,90,84,0,FALSE,TRUE,0.516,True,CRITICAL,62.34
HIST_002697,AST_000049,ENGINEERING,REPLACEMENT,67.6,46.4,54.6,4,8,30,32,1,TRUE,TRUE,0.358,False,CRITICAL,57.8
HIST_002698,AST_000016,ENGINEERING,TESTING,55.3,65.7,56.1,5,12,180,185,3,TRUE,TRUE,0.014,False,MEDIUM,51.73
HIST_002699,AST_000033,S&T,PREVENTIVE_MAINTENANCE,80.7,0.0,15.5,3,5,240,195,0,FALSE,TRUE,0.176,False,CRITICAL,42.31
HIST_002700,AST_000050,TRD,CORRECTIVE_MAINTENANCE,88.2,0.0,34.1,4,4,60,52,0,FALSE,TRUE,0.475,False,CRITICAL,48.28
HIST_002701,AST_000017,TRD,INSPECTION,66.6,100.0,44.8,0,7,30,25,0,FALSE,FALSE,0.958,False,LOW,57.69
HIST_002702,AST_000034,ENGINEERING,REPAIR,82.4,26.5,29.4,3,8,60,55,0,FALSE,TRUE,0.765,False,HIGH,48.48
HIST_002703,AST_000001,ENGINEERING,REPLACEMENT,50.3,89.6,27.7,1,10,90,79,0,FALSE,TRUE,0.147,True,HIGH,64.28
HIST_002704,AST_000018,S&T,TESTING,94.2,32.7,23.6,4,1,90,80,0,FALSE,TRUE,0.021,False,HIGH,52.41
HIST_002705,AST_000035,TRD,PREVENTIVE_MAINTENANCE,84.2,25.8,31.4,3,9,90,91,1,TRUE,TRUE,0.124,False,MEDIUM,45.49
HIST_002706,AST_000002,TRD,CORRECTIVE_MAINTENANCE,63.8,11.3,32.8,1,2,60,58,0,FALSE,TRUE,0.497,False,MEDIUM,36.02
HIST_002707,AST_000019,ENGINEERING,INSPECTION,79.6,73.4,28.4,3,10,150,156,4,TRUE,TRUE,0.858,False,CRITICAL,62.91
HIST_002708,AST_000036,S&T,REPAIR,78.2,7.9,57.3,5,2,150,172,13,TRUE,TRUE,0.546,False,HIGH,48.15
HIST_002709,AST_000003,S&T,REPLACEMENT,55.7,71.6,63.8,4,8,30,30,0,FALSE,TRUE,0.239,False,LOW,51.12
HIST_002710,AST_000020,TRD,TESTING,63.2,98.5,28.1,2,9,45,38,0,FALSE,TRUE,0.624,True,LOW,62.95
HIST_002711,AST_000037,ENGINEERING,REPLACEMENT,81.9,97.4,34.5,0,9,300,325,15,TRUE,FALSE,0.559,False,HIGH,67.07
HIST_002712,AST_000004,ENGINEERING,TESTING,87.4,100.0,55.9,0,11,240,235,0,FALSE,FALSE,0.894,False,LOW,66.15
HIST_002713,AST_000021,S&T,PREVENTIVE_MAINTENANCE,42.9,100.0,38.5,2,10,45,41,0,FALSE,TRUE,0.996,False,LOW,49.32
HIST_002714,AST_000038,TRD,CORRECTIVE_MAINTENANCE,95.1,100.0,36.6,4,2,120,111,0,FALSE,TRUE,0.014,False,LOW,64.6
HIST_002715,AST_000005,TRD,INSPECTION,56.6,68.2,18.9,1,11,45,37,0,FALSE,TRUE,0.087,False,HIGH,49.06
HIST_002716,AST_000022,ENGINEERING,REPAIR,76.5,0.0,60.1,4,1,120,115,0,FALSE,TRUE,0.738,False,CRITICAL,49.97
HIST_002717,AST_000039,S&T,REPLACEMENT,91.8,97.1,34.1,1,12,90,83,0,FALSE,TRUE,0.528,True,LOW,72.38
HIST_002718,AST_000006,S&T,TESTING,94.3,27.7,21.4,3,6,90,86,0,FALSE,TRUE,0.64,False,MEDIUM,46.99
HIST_002719,AST_000023,TRD,PREVENTIVE_MAINTENANCE,55.6,55.0,50.0,2,1,90,100,6,TRUE,TRUE,0.642,False,HIGH,51.68
HIST_002720,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,49.9,81.6,81.5,5,2,75,87,7,TRUE,TRUE,0.855,False,CRITICAL,66.67
HIST_002721,AST_000007,ENGINEERING,INSPECTION,52.8,0.0,45.9,2,12,75,69,0,FALSE,TRUE,0.121,False,MEDIUM,32.52
HIST_002722,AST_000024,S&T,REPAIR,66.7,34.4,23.8,1,7,45,56,7,TRUE,TRUE,0.604,False,HIGH,44.62
HIST_002723,AST_000041,TRD,REPLACEMENT,89.8,100.0,43.6,0,9,180,144,0,FALSE,FALSE,0.344,False,MEDIUM,68.16
HIST_002724,AST_000008,TRD,TESTING,88.0,62.5,64.0,1,6,120,104,0,FALSE,TRUE,0.165,True,CRITICAL,79.83
HIST_002725,AST_000025,ENGINEERING,PREVENTIVE_MAINTENANCE,94.7,26.1,32.3,3,9,120,134,8,TRUE,TRUE,0.144,False,MEDIUM,48.9
HIST_002726,AST_000042,S&T,CORRECTIVE_MAINTENANCE,44.5,100.0,51.3,1,2,120,105,0,FALSE,TRUE,0.978,False,LOW,52.36
HIST_002727,AST_000009,S&T,INSPECTION,89.0,0.0,63.5,0,2,75,86,7,TRUE,FALSE,0.193,False,CRITICAL,54.4
HIST_002728,AST_000026,TRD,REPAIR,79.3,100.0,21.5,0,2,120,110,0,FALSE,FALSE,0.885,False,MEDIUM,60.59
HIST_002729,AST_000043,ENGINEERING,REPLACEMENT,70.1,0.0,46.6,1,2,120,130,6,TRUE,TRUE,0.051,False,LOW,34.1
HIST_002730,AST_000010,ENGINEERING,TESTING,83.3,100.0,49.0,0,7,75,83,5,TRUE,FALSE,0.228,False,HIGH,71.04
HIST_002731,AST_000027,S&T,PREVENTIVE_MAINTENANCE,50.8,100.0,56.0,3,2,240,239,0,FALSE,TRUE,0.359,True,CRITICAL,76.44
HIST_002732,AST_000044,TRD,CORRECTIVE_MAINTENANCE,56.3,57.9,50.0,5,2,90,103,8,TRUE,TRUE,0.729,False,LOW,45.11
HIST_002733,AST_000011,TRD,INSPECTION,69.6,100.0,64.2,4,7,120,135,9,TRUE,TRUE,0.831,False,MEDIUM,66.22
HIST_002734,AST_000028,ENGINEERING,REPAIR,49.5,38.0,24.9,0,4,180,170,0,FALSE,FALSE,0.919,False,CRITICAL,44.33
HIST_002735,AST_000045,S&T,REPLACEMENT,42.3,62.8,24.0,5,6,90,85,0,FALSE,TRUE,0.771,False,HIGH,44.44
HIST_002736,AST_000012,S&T,TESTING,62.0,0.0,44.2,3,12,90,98,5,TRUE,TRUE,0.014,False,MEDIUM,34.94
HIST_002737,AST_000029,TRD,REPLACEMENT,88.2,23.0,23.4,5,1,60,71,7,TRUE,TRUE,0.102,False,LOW,40.64
HIST_002738,AST_000046,ENGINEERING,TESTING,52.0,100.0,55.7,2,12,60,53,0,FALSE,TRUE,0.035,True,HIGH,72.99
HIST_002739,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,54.3,92.8,50.4,2,9,120,146,16,TRUE,TRUE,0.066,False,LOW,53.32
HIST_002740,AST_000030,S&T,CORRECTIVE_MAINTENANCE,88.6,0.0,18.6,3,9,30,28,0,FALSE,TRUE,0.375,False,HIGH,41.55
HIST_002741,AST_000047,TRD,INSPECTION,84.5,99.2,18.0,5,9,60,65,3,TRUE,TRUE,0.462,False,CRITICAL,68.75
HIST_002742,AST_000014,TRD,REPAIR,44.4,0.0,65.1,4,2,90,93,2,TRUE,TRUE,0.75,False,HIGH,37.59
HIST_002743,AST_000031,ENGINEERING,REPLACEMENT,40.4,0.0,59.2,3,11,240,222,0,FALSE,TRUE,0.948,False,CRITICAL,38.96
HIST_002744,AST_000048,S&T,TESTING,56.3,84.8,30.3,1,6,30,34,2,TRUE,TRUE,0.131,False,MEDIUM,51.65
HIST_002745,AST_000015,S&T,PREVENTIVE_MAINTENANCE,53.9,18.4,76.8,3,9,30,25,0,FALSE,TRUE,0.5,True,CRITICAL,61.13
HIST_002746,AST_000032,TRD,CORRECTIVE_MAINTENANCE,72.1,17.0,54.3,5,9,120,100,0,FALSE,TRUE,0.648,False,LOW,40.49
HIST_002747,AST_000049,ENGINEERING,INSPECTION,67.6,80.7,58.7,4,11,75,90,9,TRUE,TRUE,0.903,False,LOW,55.95
HIST_002748,AST_000016,ENGINEERING,REPAIR,55.3,61.1,47.6,5,3,240,237,0,FALSE,TRUE,0.052,False,MEDIUM,48.89
HIST_002749,AST_000033,S&T,REPLACEMENT,80.7,0.0,18.0,1,9,75,82,4,TRUE,TRUE,0.418,False,MEDIUM,35.31
HIST_002750,AST_000050,TRD,TESTING,88.2,9.1,32.7,1,11,75,88,8,TRUE,TRUE,0.991,False,LOW,39.02
HIST_002751,AST_000017,TRD,PREVENTIVE_MAINTENANCE,66.6,14.4,37.6,5,8,90,79,0,FALSE,TRUE,0.171,False,MEDIUM,38.6
HIST_002752,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,82.4,22.2,21.4,3,12,90,80,0,FALSE,TRUE,0.578,True,HIGH,55.8
HIST_002753,AST_000001,ENGINEERING,INSPECTION,50.3,31.2,32.9,4,6,120,133,8,TRUE,TRUE,0.793,False,HIGH,40.72
HIST_002754,AST_000018,S&T,REPAIR,94.2,0.0,27.9,3,1,60,65,3,TRUE,TRUE,0.465,False,LOW,37.59
HIST_002755,AST_000035,TRD,REPLACEMENT,84.2,74.8,26.3,3,4,240,250,6,TRUE,TRUE,0.928,False,HIGH,60.47
HIST_002756,AST_000002,TRD,TESTING,63.8,0.0,36.7,3,7,150,173,14,TRUE,TRUE,0.924,False,HIGH,37.73
HIST_002757,AST_000019,ENGINEERING,PREVENTIVE_MAINTENANCE,79.6,0.0,20.5,5,10,30,26,0,FALSE,TRUE,0.293,False,CRITICAL,42.98
HIST_002758,AST_000036,S&T,CORRECTIVE_MAINTENANCE,78.2,67.0,45.1,1,9,60,52,0,FALSE,TRUE,0.15,False,HIGH,60.48
HIST_002759,AST_000003,S&T,INSPECTION,55.7,64.4,52.7,1,11,60,63,2,TRUE,TRUE,0.508,True,MEDIUM,60.85
HIST_002760,AST_000020,TRD,REPAIR,63.2,0.0,26.4,1,4,90,109,11,TRUE,TRUE,0.303,False,CRITICAL,39.24
HIST_002761,AST_000037,ENGINEERING,REPLACEMENT,81.9,51.8,30.3,4,2,240,245,3,TRUE,TRUE,0.508,False,CRITICAL,58.58
HIST_002762,AST_000004,ENGINEERING,TESTING,87.4,100.0,44.5,1,12,90,101,7,TRUE,TRUE,0.819,False,LOW,63.87
HIST_002763,AST_000021,S&T,PREVENTIVE_MAINTENANCE,42.9,59.6,44.6,4,3,90,105,9,TRUE,TRUE,0.932,False,LOW,40.44
HIST_002764,AST_000038,TRD,TESTING,95.1,75.3,46.7,2,8,90,76,0,FALSE,TRUE,0.743,False,LOW,60.45
HIST_002765,AST_000005,TRD,PREVENTIVE_MAINTENANCE,56.6,100.0,19.9,0,2,120,146,16,TRUE,FALSE,0.698,False,MEDIUM,53.46
HIST_002766,AST_000022,ENGINEERING,CORRECTIVE_MAINTENANCE,76.5,69.3,51.7,1,9,150,169,11,TRUE,TRUE,0.29,True,HIGH,71.87
HIST_002767,AST_000039,S&T,INSPECTION,91.8,26.2,36.3,1,9,90,97,4,TRUE,TRUE,0.17,False,LOW,45.1
HIST_002768,AST_000006,S&T,REPAIR,94.3,59.8,25.7,2,1,60,69,5,TRUE,TRUE,0.963,False,LOW,52.13
HIST_002769,AST_000023,TRD,REPLACEMENT,55.6,87.2,61.1,1,6,45,49,2,TRUE,TRUE,0.215,False,LOW,54.45
HIST_002770,AST_000040,ENGINEERING,TESTING,49.9,95.4,74.7,4,8,180,194,8,TRUE,TRUE,0.673,False,LOW,57.51
HIST_002771,AST_000007,ENGINEERING,PREVENTIVE_MAINTENANCE,52.8,50.4,44.2,3,2,150,142,0,FALSE,TRUE,0.703,False,LOW,41.03
HIST_002772,AST_000024,S&T,CORRECTIVE_MAINTENANCE,66.7,58.3,21.3,2,9,120,133,8,TRUE,TRUE,0.568,False,MEDIUM,46.34
HIST_002773,AST_000041,TRD,INSPECTION,89.8,94.1,52.4,1,8,90,94,2,TRUE,TRUE,0.799,True,LOW,74.69
HIST_002774,AST_000008,TRD,REPAIR,88.0,88.9,68.3,5,6,150,157,4,TRUE,TRUE,0.859,False,LOW,66.03
HIST_002775,AST_000025,ENGINEERING,REPLACEMENT,94.7,37.3,39.9,0,2,180,211,19,TRUE,FALSE,0.806,False,MEDIUM,53.22
HIST_002776,AST_000042,S&T,TESTING,44.5,100.0,48.6,0,4,90,87,0,FALSE,FALSE,0.681,False,LOW,51.82
HIST_002777,AST_000009,S&T,PREVENTIVE_MAINTENANCE,89.0,0.0,57.2,1,11,120,145,15,TRUE,TRUE,0.76,False,LOW,41.89
HIST_002778,AST_000026,TRD,CORRECTIVE_MAINTENANCE,79.3,80.9,28.4,1,8,90,76,0,FALSE,TRUE,0.845,False,LOW,53.45
HIST_002779,AST_000043,ENGINEERING,INSPECTION,70.1,93.6,43.2,1,5,30,26,0,FALSE,TRUE,0.554,False,CRITICAL,68.07
HIST_002780,AST_000010,ENGINEERING,REPAIR,83.3,91.6,45.8,1,7,120,135,9,TRUE,TRUE,0.589,True,MEDIUM,74.55
HIST_002781,AST_000027,S&T,REPLACEMENT,50.8,24.1,60.9,0,6,240,277,22,TRUE,FALSE,0.813,False,HIGH,44.7
HIST_002782,AST_000044,TRD,TESTING,56.3,79.6,46.1,0,3,75,91,10,TRUE,FALSE,0.988,False,MEDIUM,53.51
HIST_002783,AST_000011,TRD,PREVENTIVE_MAINTENANCE,69.6,54.1,74.0,3,7,150,152,1,TRUE,TRUE,0.624,False,MEDIUM,56.7
HIST_002784,AST_000028,ENGINEERING,CORRECTIVE_MAINTENANCE,49.5,65.8,21.9,0,9,75,88,8,TRUE,FALSE,0.537,False,HIGH,46.93
HIST_002785,AST_000045,S&T,INSPECTION,42.3,96.3,25.4,5,10,240,226,0,FALSE,TRUE,0.905,False,HIGH,53.09
HIST_002786,AST_000012,S&T,REPAIR,62.0,0.0,47.3,0,3,180,210,18,TRUE,FALSE,0.449,False,CRITICAL,43.06
HIST_002787,AST_000029,TRD,REPLACEMENT,88.2,100.0,17.3,4,8,60,71,7,TRUE,TRUE,0.195,True,HIGH,76.17
HIST_002788,AST_000046,ENGINEERING,TESTING,52.0,25.5,50.0,3,9,30,35,3,TRUE,TRUE,0.048,False,HIGH,43.23
HIST_002789,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,54.3,0.0,62.4,4,8,120,115,0,FALSE,TRUE,0.711,False,MEDIUM,36.27
HIST_002790,AST_000030,S&T,TESTING,88.6,94.9,27.9,4,11,300,329,17,TRUE,TRUE,0.124,False,LOW,59.63
HIST_002791,AST_000047,TRD,PREVENTIVE_MAINTENANCE,84.5,0.0,15.9,5,10,150,178,17,TRUE,TRUE,0.525,False,MEDIUM,36.03
HIST_002792,AST_000014,TRD,CORRECTIVE_MAINTENANCE,44.4,100.0,74.4,0,2,180,220,24,TRUE,FALSE,0.891,False,MEDIUM,60.7
HIST_002793,AST_000031,ENGINEERING,INSPECTION,40.4,9.9,58.1,3,12,75,69,0,FALSE,TRUE,0.412,False,LOW,29.96
HIST_002794,AST_000048,S&T,REPAIR,56.3,0.0,34.5,3,4,45,49,2,TRUE,TRUE,0.997,True,CRITICAL,48.79
HIST_002795,AST_000015,S&T,REPLACEMENT,53.9,15.2,71.0,3,7,150,132,0,FALSE,TRUE,0.029,False,MEDIUM,41.67
HIST_002796,AST_000032,TRD,TESTING,72.1,54.8,55.7,5,4,60,68,5,TRUE,TRUE,0.735,False,MEDIUM,53.97
HIST_002797,AST_000049,ENGINEERING,PREVENTIVE_MAINTENANCE,67.6,68.9,59.7,4,1,45,56,7,TRUE,TRUE,0.075,False,MEDIUM,56.94
HIST_002798,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,55.3,100.0,54.2,4,8,120,115,0,FALSE,TRUE,0.506,False,CRITICAL,67.43
HIST_002799,AST_000033,S&T,INSPECTION,80.7,100.0,27.9,4,12,90,92,1,TRUE,TRUE,0.77,False,CRITICAL,69.79
HIST_002800,AST_000050,TRD,REPAIR,88.2,100.0,35.1,1,11,75,80,3,TRUE,TRUE,0.728,False,MEDIUM,65.98
HIST_002801,AST_000017,TRD,REPLACEMENT,66.6,0.0,38.2,3,6,240,297,34,TRUE,TRUE,0.083,True,HIGH,48.87
HIST_002802,AST_000034,ENGINEERING,TESTING,82.4,31.1,24.6,4,8,60,57,0,FALSE,TRUE,0.123,False,MEDIUM,44.92
HIST_002803,AST_000001,ENGINEERING,PREVENTIVE_MAINTENANCE,50.3,100.0,27.6,1,10,60,51,0,FALSE,TRUE,0.029,False,MEDIUM,53.11
HIST_002804,AST_000018,S&T,CORRECTIVE_MAINTENANCE,94.2,100.0,32.2,4,3,30,27,0,FALSE,TRUE,0.161,False,CRITICAL,74.7
HIST_002805,AST_000035,TRD,INSPECTION,84.2,100.0,22.2,1,5,150,166,10,TRUE,TRUE,0.16,False,LOW,58.45
HIST_002806,AST_000002,TRD,REPAIR,63.8,100.0,34.8,3,3,30,30,0,FALSE,TRUE,0.577,False,CRITICAL,66.1
HIST_002807,AST_000019,ENGINEERING,REPLACEMENT,79.6,100.0,18.1,3,1,150,138,0,FALSE,TRUE,0.591,False,HIGH,63.75
HIST_002808,AST_000036,S&T,TESTING,78.2,94.2,48.5,1,7,30,32,1,TRUE,TRUE,0.188,True,MEDIUM,74.21
HIST_002809,AST_000003,S&T,PREVENTIVE_MAINTENANCE,55.7,17.4,61.0,2,9,60,68,5,TRUE,TRUE,0.306,False,LOW,37.01
HIST_002810,AST_000020,TRD,CORRECTIVE_MAINTENANCE,63.2,57.5,30.5,2,3,240,292,31,TRUE,TRUE,0.79,False,HIGH,50.69
HIST_002811,AST_000037,ENGINEERING,INSPECTION,81.9,1.7,31.3,3,6,240,205,0,FALSE,TRUE,0.108,False,HIGH,42.51
HIST_002812,AST_000004,ENGINEERING,REPAIR,87.4,79.0,48.7,5,2,75,75,0,FALSE,TRUE,0.473,False,CRITICAL,70.71
HIST_002813,AST_000021,S&T,REPLACEMENT,42.9,45.5,44.3,1,4,240,239,0,FALSE,TRUE,0.356,False,CRITICAL,48.1
HIST_002814,AST_000038,TRD,TESTING,95.1,100.0,40.5,0,11,60,62,1,TRUE,FALSE,0.412,False,CRITICAL,76.63
HIST_002815,AST_000005,TRD,PREVENTIVE_MAINTENANCE,56.6,100.0,19.0,5,10,120,135,9,TRUE,TRUE,0.196,True,LOW,59.53
HIST_002816,AST_000022,ENGINEERING,TESTING,76.5,9.3,56.3,3,6,180,145,0,FALSE,TRUE,0.76,False,LOW,40.28
HIST_002817,AST_000039,S&T,PREVENTIVE_MAINTENANCE,91.8,48.5,36.2,5,8,90,102,7,TRUE,TRUE,0.949,False,CRITICAL,61.91
HIST_002818,AST_000006,S&T,CORRECTIVE_MAINTENANCE,94.3,6.9,16.0,5,10,150,167,10,TRUE,TRUE,0.258,False,LOW,36.97
HIST_002819,AST_000023,TRD,INSPECTION,55.6,18.6,62.0,0,11,60,53,0,FALSE,FALSE,0.534,False,LOW,37.48
HIST_002820,AST_000040,ENGINEERING,REPAIR,49.9,25.4,70.3,2,1,90,92,1,TRUE,TRUE,0.546,False,CRITICAL,50.38
HIST_002821,AST_000007,ENGINEERING,REPLACEMENT,52.8,100.0,35.2,5,11,180,211,19,TRUE,TRUE,0.678,False,HIGH,59.13
HIST_002822,AST_000024,S&T,TESTING,66.7,48.1,23.6,1,8,150,138,0,FALSE,TRUE,0.9,True,LOW,50.51
HIST_002823,AST_000041,TRD,PREVENTIVE_MAINTENANCE,89.8,0.7,53.9,0,11,45,54,5,TRUE,FALSE,0.191,False,LOW,41.64
HIST_002824,AST_000008,TRD,CORRECTIVE_MAINTENANCE,88.0,100.0,61.0,5,10,60,54,0,FALSE,TRUE,0.034,False,HIGH,74.85
HIST_002825,AST_000025,ENGINEERING,INSPECTION,94.7,100.0,40.4,5,11,180,214,20,TRUE,TRUE,0.505,False,CRITICAL,76.49
HIST_002826,AST_000042,S&T,REPAIR,44.5,100.0,49.8,2,4,180,206,16,TRUE,TRUE,0.242,False,HIGH,59.56
HIST_002827,AST_000009,S&T,REPLACEMENT,89.0,0.0,56.3,3,4,240,265,15,TRUE,TRUE,0.683,False,LOW,41.71
HIST_002828,AST_000026,TRD,TESTING,79.3,59.5,27.8,4,3,60,56,0,FALSE,TRUE,0.02,False,LOW,47.98
HIST_002829,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,70.1,32.6,45.2,2,11,90,101,7,TRUE,TRUE,0.811,True,CRITICAL,63.22
HIST_002830,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,83.3,40.9,46.2,3,4,75,74,0,FALSE,TRUE,0.34,False,MEDIUM,51.95
HIST_002831,AST_000027,S&T,INSPECTION,50.8,47.6,60.3,5,8,240,235,0,FALSE,TRUE,0.265,False,CRITICAL,54.2
HIST_002832,AST_000044,TRD,REPAIR,56.3,5.7,47.8,5,7,75,82,4,TRUE,TRUE,0.429,False,LOW,31.62
HIST_002833,AST_000011,TRD,REPLACEMENT,69.6,100.0,64.9,5,11,90,88,0,FALSE,TRUE,0.432,False,CRITICAL,73.86
HIST_002834,AST_000028,ENGINEERING,TESTING,49.5,0.0,27.7,2,3,30,26,0,FALSE,TRUE,0.956,False,LOW,24.14
HIST_002835,AST_000045,S&T,PREVENTIVE_MAINTENANCE,42.3,43.1,29.7,5,2,75,86,7,TRUE,TRUE,0.709,False,HIGH,40.66
